best_epoch,best_epoch/train/accuracy,best_epoch/train/auroc,best_epoch/train/f1,best_epoch/train/loss,best_epoch/train/precision,best_epoch/train/recall,best_epoch/val/accuracy,best_epoch/val/auroc,best_epoch/val/f1,best_epoch/val/loss,best_epoch/val/precision,best_epoch/val/recall,epoch,lr-Adam,step,train/accuracy,train/auroc,train/f1,train/loss,train/precision,train/recall,val/accuracy,val/auroc,val/f1,val/loss,val/precision,val/recall
,,,,,,,,,,,,,,0.001,0,,,,,,,,,,,,
0.0,,,,,,,,,,1.736115574836731,,,0,,63,0.2348596751689911,0.5036908388137817,0.14085091650485992,,0.1478409469127655,0.14841435849666595,0.3323485851287842,0.676694929599762,0.19802522659301758,1.736115574836731,0.359619140625,0.21485885977745056
,,,,,,,,,,,,,0,,63,,,,1.9180694818496704,,,,,,,,
,,,,,,,,,,,,,,0.001,64,,,,,,,,,,,,
1.0,0.2348596751689911,0.5036908388137817,0.14085091650485992,1.9180694818496704,0.1478409469127655,0.14841435849666595,0.3323485851287842,0.676694929599762,0.19802522659301758,1.5167826414108276,0.359619140625,0.21485885977745056,1,,127,0.6838995814323425,0.9395734667778015,0.6396351456642151,,0.819737434387207,0.5813580751419067,0.508124053478241,0.7782353162765503,0.4628010094165802,1.5167826414108276,0.5363327264785767,0.4406755268573761
,,,,,,,,,,,,,1,,127,,,,1.1218280792236328,,,,,,,,
,,,,,,,,,,,,,,0.001,128,,,,,,,,,,,,
2.0,0.6838995814323425,0.9395734667778015,0.6396351456642151,1.1218280792236328,0.819737434387207,0.5813580751419067,0.508124053478241,0.7782353162765503,0.4628010094165802,1.645237684249878,0.5363327264785767,0.4406755268573761,2,,191,0.9453471302986145,0.9960206151008606,0.9408143162727356,,0.9581279158592224,0.9268543124198914,0.5258493423461914,0.7836877703666687,0.5055651068687439,1.645237684249878,0.5263413786888123,0.500278651714325
,,,,,,,,,,,,,2,,191,,,,0.36606645584106445,,,,,,,,
,,,,,,,,,,,,,,0.001,192,,,,,,,,,,,,
