epoch,expected_coverage_all,observable_ceiling_all,entropy_bits_all,entropy_nats_all,normalized_entropy_bits_all,normalized_entropy_nats_all,expected_coverage_rank0,observable_ceiling_rank0,entropy_bits_rank0,entropy_nats_rank0,normalized_entropy_bits_rank0,normalized_entropy_nats_rank0,expected_coverage_rank1,observable_ceiling_rank1,entropy_bits_rank1,entropy_nats_rank1,normalized_entropy_bits_rank1,normalized_entropy_nats_rank1,expected_coverage_rank2,observable_ceiling_rank2,entropy_bits_rank2,entropy_nats_rank2,normalized_entropy_bits_rank2,normalized_entropy_nats_rank2,expected_coverage_rank1_2,observable_ceiling_rank1_2,entropy_bits_rank1_2,entropy_nats_rank1_2,normalized_entropy_bits_rank1_2,normalized_entropy_nats_rank1_2
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.8301205201802162,1.0,828.37028457391,574.1825272120452,0.08600189831539763,0.05961197334012097,1.0,1.0,0.0,0.0,0.0,0.0,0.7830828175655977,1.0,648.1967351910235,449.29573944581944,0.12281105251819317,0.08512613479458496,0.701463997123015,1.0,180.17354938288778,124.88678776622673,0.10946145162994397,0.07587289657729449,0.7636800765996233,1.0,828.37028457391,574.1825272120452,0.119637533878381,0.08292641929694472
2,0.8469062763601611,1.0,1223.3654754839977,847.9723301261098,0.12701053524543165,0.0880369944067805,1.0,1.0,0.0,0.0,0.0,0.0,0.8071847267249428,1.0,954.7257373941904,661.7654530827979,0.1808877865468341,0.1253818592426673,0.7224059940744679,1.0,268.63973808981183,186.20687704331522,0.16320761730851266,0.11312689978330208,0.7870307992346804,1.0,1223.3654754839977,847.9723301261098,0.1766847884870014,0.12246856298759529
3,0.8618424361907125,1.0,1453.6288510106294,1007.5787396586105,0.1509166165916351,0.10460742729013814,1.0,1.0,0.0,0.0,0.0,0.0,0.828608645977721,1.0,1131.407046089844,784.2316040628315,0.21436283556078894,0.14858499508579603,0.7411117326356905,1.0,322.2218049207706,223.34713559576883,0.19576051331760058,0.13569084787106248,0.8078085420838879,1.0,1453.6288510106294,1007.5787396586105,0.2099406197300158,0.14551974865086806
4,0.8751343479466723,1.0,1584.723359239851,1098.4465284245882,0.1645269268313799,0.1140413754593634,1.0,1.0,0.0,0.0,0.0,0.0,0.8476521297579703,1.0,1229.978147590391,852.5558851526238,0.23303867896748598,0.16153010328772713,0.7578287354555897,1.0,354.7452116495035,245.8906432719944,0.21551956965340432,0.14938678206074996,0.8262989658322338,1.0,1584.7233592398509,1098.446528424588,0.22887396869437476,0.15864334610407105
5,0.8869645451710262,1.0,1649.997555616767,1143.6911536065636,0.17130373293363443,0.11873869950234257,1.0,1.0,0.0,0.0,0.0,0.0,0.8645796708959745,1.0,1276.7643026444941,884.9855766176158,0.24190305089891895,0.1676744176994346,0.7727770328664355,1.0,373.2332529722358,258.7055769889221,0.226751672522622,0.15717228249630746,0.8427559935134626,1.0,1649.997555616767,1143.6911536065636,0.23830120676152036,0.1651778095907804
6,0.8974952816260896,1.0,1669.8011080568617,1157.4179301454863,0.17335974959062103,0.12016382165131709,1.0,1.0,0.0,0.0,0.0,0.0,0.8796263741297544,1.0,1287.831678397651,892.6568969171141,0.24399993906738368,0.16912786982135544,0.7861522174760707,1.0,381.9694296591805,264.7610332283513,0.23205919177349968,0.16085117450082098,0.857405336889434,1.0,1669.8011080568615,1157.417930145486,0.24116133854085234,0.16716030186965425
7,0.9068707845843572,1.0,1657.7003413820507,1149.0303178422273,0.17210344075810327,0.11929301472614486,1.0,1.0,0.0,0.0,0.0,0.0,0.8930012214486922,1.0,1273.8907666423936,882.9937932395223,0.2413586143695327,0.1672970430540967,0.7981281593621503,1.0,383.80957473966845,266.0365246027128,0.23317714139712542,0.1616260781304452,0.8704476310104652,1.0,1657.7003413820507,1149.0303178422273,0.23941368304189065,0.1659489193879589
8,0.9152192577530748,1.0,1623.2059719998585,1125.1206429597673,0.168522214700982,0.11681069798170342,1.0,1.0,0.0,0.0,0.0,0.0,0.9048899746210733,1.0,1242.4490633434477,861.2000652458556,0.2354014898339234,0.16316787897799462,0.8088594195792835,1.0,380.75690865639467,263.92057771390057,0.23132254474872094,0.1603405696925277,0.8820612204906979,1.0,1623.2059719998583,1125.1206429597673,0.23443182726745498,0.16249576010395253
9,0.922654661652522,1.0,1573.1931069953143,1090.4543665901424,0.16332984914818463,0.11321162443834534,1.0,1.0,0.0,0.0,0.0,0.0,0.9154577552187043,1.0,1198.9320829632322,831.0363929888268,0.22715651439242748,0.15745289749693575,0.8184833954998749,1.0,374.26102403212474,259.4179736013452,0.22737607778379387,0.15760508724261554,0.8924046361983115,1.0,1573.193106995314,1090.4543665901424,0.22720870984912103,0.15748907663058093
10,0.9292782961743569,1.0,1512.7270081842453,1048.5424606797908,0.1570522226104906,0.10886030530313442,1.0,1.0,0.0,0.0,0.0,0.0,0.9248513379722106,1.0,1147.3354537612722,795.2723349310913,0.21738072257697466,0.15067683496231363,0.8271222277849241,1.0,365.3915544229459,253.27012574868075,0.2219875786287642,0.15387006424585709,0.9016187967578543,1.0,1512.7270081842453,1048.5424606797908,0.21847588217565644,0.15143594175040306
11,0.9351802073001402,1.0,1445.5818374492317,1002.0009748966,0.15008117083152323,0.10402834041700582,1.0,1.0,0.0,0.0,0.0,0.0,0.933201189308603,1.0,1090.634674186087,755.9703494330008,0.2066378693039195,0.14323045650492627,0.834884495470268,1.0,354.94716326312385,246.0306254635849,0.21564226200675812,0.1494718259195534,0.909828965441211,1.0,1445.5818374492317,1002.0009748966,0.20877842828556206,0.14471417892787405
