epoch,expected_coverage_all,observable_ceiling_all,entropy_bits_all,entropy_nats_all,normalized_entropy_bits_all,normalized_entropy_nats_all,expected_coverage_rank0,observable_ceiling_rank0,entropy_bits_rank0,entropy_nats_rank0,normalized_entropy_bits_rank0,normalized_entropy_nats_rank0,expected_coverage_rank1,observable_ceiling_rank1,entropy_bits_rank1,entropy_nats_rank1,normalized_entropy_bits_rank1,normalized_entropy_nats_rank1,expected_coverage_rank2,observable_ceiling_rank2,entropy_bits_rank2,entropy_nats_rank2,normalized_entropy_bits_rank2,normalized_entropy_nats_rank2,expected_coverage_rank1_2,observable_ceiling_rank1_2,entropy_bits_rank1_2,entropy_nats_rank1_2,normalized_entropy_bits_rank1_2,normalized_entropy_nats_rank1_2
0,0.0,0.9862212155530389,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9718146718146718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9718146718146718,0.0,0.0,0.0,0.0
1,0.7848428898413656,0.9862212155530389,205.73374163899484,142.6037629631175,0.039374878782582744,0.027292586213036842,1.0,1.0,0.0,0.0,0.0,0.0,0.5598832549727727,0.9718146718146718,205.7337416389952,142.60376296311776,0.08173768042868304,0.056656242734651474,0.0,0.0,0.0,0.0,0.0,0.0,0.5598832549727727,0.9718146718146718,205.7337416389952,142.60376296311776,0.08173768042868304,0.056656242734651474
2,0.7911558717856074,0.9862212155530389,333.3708436666908,231.07506036845703,0.06380303228070637,0.0442248919365468,1.0,1.0,0.0,0.0,0.0,0.0,0.5727968373436642,0.9718146718146718,333.37084366669126,231.07506036845734,0.1324476931532345,0.09180574508083326,0.0,0.0,0.0,0.0,0.0,0.0,0.5727968373436642,0.9718146718146718,333.37084366669126,231.07506036845734,0.1324476931532345,0.09180574508083326
3,0.7971719790967349,0.9862212155530389,429.8675446037043,297.96147655628414,0.08227130040262283,0.057026119915078305,1.0,1.0,0.0,0.0,0.0,0.0,0.5851031448859184,0.9718146718146718,429.867544603703,297.96147655628323,0.17078567524978266,0.11837960927941328,0.0,0.0,0.0,0.0,0.0,0.0,0.5851031448859184,0.9718146718146718,429.867544603703,297.96147655628323,0.17078567524978266,0.11837960927941328
4,0.8029053429440722,0.9862212155530389,505.93755429040203,350.68918929578643,0.09683015393117743,0.06711754819058113,1.0,1.0,0.0,0.0,0.0,0.0,0.5968310837520331,0.9718146718146718,505.9375542904033,350.6891892957873,0.20100816618609585,0.13932824366141727,0.0,0.0,0.0,0.0,0.0,0.0,0.5968310837520331,0.9718146718146718,505.9375542904033,350.6891892957873,0.20100816618609585,0.13932824366141727
5,0.808369421592862,0.9862212155530389,566.9347544847258,392.96922663253247,0.10850425923152647,0.07520942136507798,1.0,1.0,0.0,0.0,0.0,0.0,0.6080081836289589,0.9718146718146718,566.9347544847273,392.9692266325335,0.22524225446353885,0.1561260336243677,0.0,0.0,0.0,0.0,0.0,0.0,0.6080081836289589,0.9718146718146718,566.9347544847273,392.9692266325335,0.22524225446353885,0.1561260336243677
6,0.8135770324473359,0.9862212155530389,616.153199415181,427.08485296762245,0.11792405730434086,0.08173872784069329,1.0,1.0,0.0,0.0,0.0,0.0,0.6186606632841651,0.9718146718146718,616.1531994151823,427.0848529676233,0.24479666246133583,0.16968011639555952,0.0,0.0,0.0,0.0,0.0,0.0,0.6186606632841651,0.9718146718146718,616.1531994151823,427.0848529676233,0.24479666246133583,0.16968011639555952
7,0.8185403825679191,0.9862212155530389,655.8523234598559,454.6021888698884,0.1255219757817906,0.08700520361146188,1.0,1.0,0.0,0.0,0.0,0.0,0.6288134929902889,0.9718146718146718,655.8523234598557,454.60218886988827,0.2605690597774556,0.1806127091258992,0.0,0.0,0.0,0.0,0.0,0.0,0.6288134929902889,0.9718146718146718,655.8523234598557,454.60218886988827,0.2605690597774556,0.1806127091258992
8,0.8232710977351982,0.9862212155530389,687.6893477444665,476.66993249018475,0.13161518617118978,0.09122869521343249,1.0,1.0,0.0,0.0,0.0,0.0,0.6384904539772464,0.9718146718146718,687.6893477444664,476.6699324901847,0.2732178576656601,0.18938018771958073,0.0,0.0,0.0,0.0,0.0,0.0,0.6384904539772464,0.9718146718146718,687.6893477444664,476.6699324901847,0.2732178576656601,0.18938018771958073
9,0.8277802501298392,0.9862212155530389,712.9359505076658,494.1695440142132,0.13644707186749586,0.09457790316061497,1.0,1.0,0.0,0.0,0.0,0.0,0.6477141950532431,0.9718146718146718,712.935950507666,494.1695440142134,0.28324829181869926,0.196332754872552,0.0,0.0,0.0,0.0,0.0,0.0,0.6477141950532431,0.9718146718146718,712.935950507666,494.1695440142134,0.28324829181869926,0.196332754872552
