best_epoch,best_epoch/train/accuracy,best_epoch/train/auroc,best_epoch/train/f1,best_epoch/train/loss,best_epoch/train/precision,best_epoch/train/recall,best_epoch/val/accuracy,best_epoch/val/auroc,best_epoch/val/f1,best_epoch/val/loss,best_epoch/val/precision,best_epoch/val/recall,epoch,lr-Adam,step,train/accuracy,train/auroc,train/f1,train/loss,train/precision,train/recall,val/accuracy,val/auroc,val/f1,val/loss,val/precision,val/recall
,,,,,,,,,,,,,,0.001,0,,,,,,,,,,,,
0.0,,,,,,,,,,1.8101754188537598,,,0,,63,0.27104875445365906,0.4766177833080292,0.096351258456707,,0.08502444624900818,0.13409525156021118,0.2983751893043518,0.6290472149848938,0.12818586826324463,1.8101754188537598,0.4917251765727997,0.17281675338745117
,,,,,,,,,,,,,0,,63,,,,1.9270455837249756,,,,,,,,
,,,,,,,,,,,,,,0.001,64,,,,,,,,,,,,
1.0,0.27104875445365906,0.4766177833080292,0.096351258456707,1.9270455837249756,0.08502444624900818,0.13409525156021118,0.2983751893043518,0.6290472149848938,0.12818586826324463,1.998045802116394,0.4917251765727997,0.17281675338745117,1,,127,0.746676504611969,0.944834291934967,0.6898189783096313,,0.788806676864624,0.6526044607162476,0.3751846253871918,0.6693678498268127,0.3138531744480133,1.998045802116394,0.33487668633461,0.3256833255290985
,,,,,,,,,,,,,1,,127,,,,0.9704451560974121,,,,,,,,
,,,,,,,,,,,,,,0.001,128,,,,,,,,,,,,
2.0,0.746676504611969,0.944834291934967,0.6898189783096313,0.9704451560974121,0.788806676864624,0.6526044607162476,0.3751846253871918,0.6693678498268127,0.3138531744480133,2.4522838592529297,0.33487668633461,0.3256833255290985,2,,191,0.9409158229827881,0.9972019195556641,0.928314208984375,,0.9358489513397217,0.9238281846046448,0.3530280590057373,0.6539010405540466,0.3044734597206116,2.4522838592529297,0.31961822509765625,0.30626538395881653
,,,,,,,,,,,,,2,,191,,,,0.2490713894367218,,,,,,,,
,,,,,,,,,,,,,,0.001,192,,,,,,,,,,,,
,,,,,,,,,,,,,3,,255,0.9977843165397644,0.9999974370002747,0.997744619846344,,0.9973639845848083,0.9981370568275452,0.3766617476940155,0.6736660599708557,0.33442938327789307,2.5657246112823486,0.334892600774765,0.33845627307891846
,,,,,,,,,,,,,3,,255,,,,0.04026004299521446,,,,,,,,
,,,,,,,,,,,,,,0.001,256,,,,,,,,,,,,
4.0,0.9977843165397644,0.9999974370002747,0.997744619846344,0.04026004299521446,0.9973639845848083,0.9981370568275452,0.3766617476940155,0.6736660599708557,0.33442938327789307,2.6682093143463135,0.334892600774765,0.33845627307891846,4,,319,1.0,1.0,1.0,,1.0,1.0,0.3796159625053406,0.6788979768753052,0.33687907457351685,2.6682093143463135,0.3382061719894409,0.34084436297416687
,,,,,,,,,,,,,4,,319,,,,0.010737773962318897,,,,,,,,
,,,,,,,,,,,,,,0.001,320,,,,,,,,,,,,
5.0,1.0,1.0,1.0,0.010737773962318897,1.0,1.0,0.3796159625053406,0.6788979768753052,0.33687907457351685,2.7374086380004883,0.3382061719894409,0.34084436297416687,5,,383,1.0,1.0,1.0,,1.0,1.0,0.384047269821167,0.6812943816184998,0.34128397703170776,2.7374086380004883,0.34343984723091125,0.34529054164886475
,,,,,,,,,,,,,5,,383,,,,0.0057074157521128654,,,,,,,,
,,,,,,,,,,,,,,0.001,384,,,,,,,,,,,,
6.0,1.0,1.0,1.0,0.0057074157521128654,1.0,1.0,0.384047269821167,0.6812943816184998,0.34128397703170776,2.792752504348755,0.34343984723091125,0.34529054164886475,6,,447,1.0,1.0,1.0,,1.0,1.0,0.384047269821167,0.683287501335144,0.341390997171402,2.792752504348755,0.343458354473114,0.3452790677547455
,,,,,,,,,,,,,6,,447,,,,0.003935105167329311,,,,,,,,
,,,,,,,,,,,,,,0.001,448,,,,,,,,,,,,
,,,,,,,,,,,,,7,,511,1.0,1.0,1.0,,1.0,1.0,0.38700148463249207,0.6845309138298035,0.3447619080543518,2.840869903564453,0.3482375144958496,0.34849655628204346
,,,,,,,,,,,,,7,,511,,,,0.0029201237484812737,,,,,,,,
,,,,,,,,,,,,,,0.001,512,,,,,,,,,,,,
8.0,1.0,1.0,1.0,0.0029201237484812737,1.0,1.0,0.38700148463249207,0.6845309138298035,0.3447619080543518,2.884164333343506,0.3482375144958496,0.34849655628204346,8,,575,1.0,1.0,1.0,,1.0,1.0,0.38995569944381714,0.6854753494262695,0.3482428789138794,2.884164333343506,0.3512957990169525,0.3526292145252228
,,,,,,,,,,,,,8,,575,,,,0.002293942030519247,,,,,,,,
,,,,,,,,,,,,,,0.001,576,,,,,,,,,,,,
9.0,1.0,1.0,1.0,0.002293942030519247,1.0,1.0,0.38995569944381714,0.6854753494262695,0.3482428789138794,2.9234609603881836,0.3512957990169525,0.3526292145252228,9,,639,1.0,1.0,1.0,,1.0,1.0,0.38700148463249207,0.6862780451774597,0.3457847833633423,2.9234609603881836,0.34852492809295654,0.35033324360847473
,,,,,,,,,,,,,9,,639,,,,0.001846156781539321,,,,,,,,
,,,,,,,,,,,,,,0.001,640,,,,,,,,,,,,
,,,,,,,,,,,,,10,,703,1.0,1.0,1.0,,1.0,1.0,0.38995569944381714,0.6871058344841003,0.34838229417800903,2.960928440093994,0.3517504334449768,0.3523801267147064
