epoch,expected_coverage_all,observable_ceiling_all,entropy_bits_all,entropy_nats_all,normalized_entropy_bits_all,normalized_entropy_nats_all,expected_coverage_rank0,observable_ceiling_rank0,entropy_bits_rank0,entropy_nats_rank0,normalized_entropy_bits_rank0,normalized_entropy_nats_rank0,expected_coverage_rank1,observable_ceiling_rank1,entropy_bits_rank1,entropy_nats_rank1,normalized_entropy_bits_rank1,normalized_entropy_nats_rank1,expected_coverage_rank2,observable_ceiling_rank2,entropy_bits_rank2,entropy_nats_rank2,normalized_entropy_bits_rank2,normalized_entropy_nats_rank2,expected_coverage_rank1_2,observable_ceiling_rank1_2,entropy_bits_rank1_2,entropy_nats_rank1_2,normalized_entropy_bits_rank1_2,normalized_entropy_nats_rank1_2
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.8521595570624242,1.0,1329.516195398059,921.5504023489499,0.13803116646574531,0.09567591386513184,1.0,1.0,0.0,0.0,0.0,0.0,0.8140709864847973,1.0,1019.9135581069236,706.950207216676,0.19323864306686692,0.13394282061702842,0.7310657271922156,1.0,309.6026372911357,214.60019513227408,0.1880939473214676,0.13037678926626614,0.794338655925076,1.0,1329.5161953980592,921.55040234895,0.19201562614067869,0.13309508988286395
2,0.8834772782176027,1.0,1664.3179222880879,1153.6172753893743,0.1727904819651254,0.11976923540172076,1.0,1.0,0.0,0.0,0.0,0.0,0.8583397992265122,1.0,1263.8124601895706,876.008043536929,0.239449120915038,0.16597348304981602,0.7723789085506302,1.0,400.50546209855764,277.6092318524733,0.2433204508496705,0.16865688447902386,0.8379048445684459,1.0,1664.3179222880876,1153.617275389374,0.240369428406714,0.16661139159291943
3,0.9074824491179725,1.0,1699.8595529020786,1178.252856441965,0.17648043530960117,0.12232691615884188,1.0,1.0,0.0,0.0,0.0,0.0,0.8920684184582743,1.0,1275.592948667064,884.1736559107225,0.241681119489781,0.16752058656891294,0.8046985645695722,1.0,424.26660423498447,294.0792005312216,0.2577561386603794,0.17866294078446027,0.8712985196279929,1.0,1699.8595529020786,1178.252856441965,0.2455025350811783,0.1701693900118378
4,0.9259089101880214,1.0,1604.972598205813,1112.4822313223292,0.16662921493000551,0.11549857052765046,1.0,1.0,0.0,0.0,0.0,0.0,0.9177664140634454,1.0,1187.405101718948,823.0464984389838,0.22497254674477982,0.15593908647953464,0.8301236266731583,1.0,417.56749648689413,289.4357328833655,0.2536862068571653,0.1758418790299912,0.8969316324279155,1.0,1604.9725982058128,1112.482231322329,0.231798468833884,0.16067045513031902
5,0.9400780668301221,1.0,1455.4481675523778,1008.8397937900695,0.1511054991229628,0.10473835068418495,1.0,1.0,0.0,0.0,0.0,0.0,0.9373458392864435,1.0,1058.4732631547213,733.67775805378,0.2005443848341647,0.1390067749249299,0.8502555285259717,1.0,396.9749043976573,275.16203573629,0.24117551907512597,0.16717013106700487,0.9166423945274039,1.0,1455.448167552378,1008.8397937900696,0.2102033748631395,0.14570187663057044
6,0.950997067646879,1.0,1289.3573638791559,893.7144215070404,0.13386185256220473,0.09278596568802329,1.0,1.0,0.0,0.0,0.0,0.0,0.9522634965991655,1.0,918.4376870118967,636.6124932722937,0.17401244543613048,0.12061623593639517,0.8663165373780727,1.0,370.91967686724905,257.10192823473966,0.22534609773222908,0.15619801229328048,0.931831853780272,1.0,1289.3573638791559,893.7144215070404,0.18621567935863026,0.12907487312348936
7,0.9594336080027097,1.0,1126.1977121775599,780.6207689489364,0.11692251995198918,0.08104451504868526,1.0,1.0,0.0,0.0,0.0,0.0,0.96362933074223,1.0,782.3754858290143,542.3013621415987,0.14823332433289396,0.10274751082637339,0.8792399177549538,1.0,343.8222263485605,238.31940680734803,0.20888349109876092,0.14478700292062457,0.9435679538246844,1.0,1126.1977121775599,780.6207689489364,0.16265131602795493,0.1127413011191416
8,0.9659729242603431,1.0,975.5321069480233,676.1873294767254,0.10128032671802567,0.07020217291078959,1.0,1.0,0.0,0.0,0.0,0.0,0.97228901389884,1.0,657.5833365299076,455.8020356989071,0.1245894915744425,0.08635885481222189,0.8897386337289328,1.0,317.9487704181437,220.38529377783763,0.1931645020766365,0.13389142999868628,0.9526648189595249,1.0,975.532106948023,676.1873294767252,0.14089140770479824,0.09765848201570265
9,0.9710612189520651,1.0,841.4283325275178,583.233676334705,0.08735759266274064,0.06055166905468283,1.0,1.0,0.0,0.0,0.0,0.0,0.9788868677324362,1.0,547.0639768257505,379.1958531226802,0.10364986298327974,0.07184461029228499,0.898357699303996,1.0,294.3643557017698,204.03782321202658,0.1788361820788395,0.1239597953900526,0.9597431630482541,1.0,841.4283325275179,583.2336763347051,0.12152344490576515,0.08423363320836295
