epoch,observed_count_all,total_count_all,realized_coverage_all,new_count_all,observed_count_rank0,total_count_rank0,realized_coverage_rank0,new_count_rank0,observed_count_rank1,total_count_rank1,realized_coverage_rank1,new_count_rank1,observed_count_rank2,total_count_rank2,realized_coverage_rank2,new_count_rank2,observed_count_rank1_2,total_count_rank1_2,realized_coverage_rank1_2,new_count_rank1_2
0,0,1317280,0.0,0,0,2708,0.0,0,0,5278,0.0,0,0,1309294,0.0,0,0,1314572,0.0,0
1,183803,1317280,0.13953221790355885,183803,2708,2708,1.0,2708,4299,5278,0.8145130731337628,4299,176796,1309294,0.13503155135515782,176796,181095,1314572,0.13775966626400074,181095
2,240319,1317280,0.1824357767520952,56516,2708,2708,1.0,0,4508,5278,0.8541114058355438,209,233103,1309294,0.17803717117774923,56307,237611,1314572,0.18075160584585706,56516
3,274049,1317280,0.2080415705089275,33730,2708,2708,1.0,0,4708,5278,0.892004547176961,200,266633,1309294,0.20364639263603132,33530,271341,1314572,0.20641014718098363,33730
4,299838,1317280,0.2276190331592372,25789,2708,2708,1.0,0,4897,5278,0.9278135657446003,189,292233,1309294,0.22319891483501797,25600,297130,1314572,0.2260279391315196,25789
5,334004,1317280,0.25355581197619337,34166,2708,2708,1.0,0,4992,5278,0.9458128078817734,95,326304,1309294,0.24922133607883332,34071,331296,1314572,0.2520181473513813,34166
6,354858,1317280,0.26938691849872465,20854,2708,2708,1.0,0,5058,5278,0.9583175445244411,66,347092,1309294,0.2650985951207292,20788,352150,1314572,0.26788186573272516,20854
7,360917,1317280,0.2739865480383821,6059,2708,2708,1.0,0,5089,5278,0.9641909814323607,31,353120,1309294,0.26970260308227184,6028,358209,1314572,0.2724909704451335,6059
8,763536,1317280,0.5796307542815499,402619,2708,2708,1.0,0,5167,5278,0.9789693065555134,78,755661,1309294,0.577151503023767,402541,760828,1314572,0.5787647994936755,402619
9,765982,1317280,0.5814876108344468,2446,2708,2708,1.0,0,5187,5278,0.9827586206896551,20,758087,1309294,0.5790044100102804,2426,763274,1314572,0.5806254811451941,2446
10,771440,1317280,0.5856309972063646,5458,2708,2708,1.0,0,5198,5278,0.9848427434634331,11,763534,1309294,0.5831646673703538,5447,768732,1314572,0.5847774028352954,5458
11,781289,1317280,0.5931077675209523,9849,2708,2708,1.0,0,5213,5278,0.9876847290640394,15,773368,1309294,0.5906755854681989,9834,778581,1314572,0.5922695751925342,9849
12,799361,1317280,0.6068269464350784,18072,2708,2708,1.0,0,5226,5278,0.9901477832512315,13,791427,1309294,0.6044685150928668,18059,796653,1314572,0.6060170154240315,18072
13,806350,1317280,0.6121325762176606,6989,2708,2708,1.0,0,5230,5278,0.9909056460780599,4,798412,1309294,0.6098034513256763,6985,803642,1314572,0.6113335747300263,6989
14,807620,1317280,0.6130966840762784,1270,2708,2708,1.0,0,5241,5278,0.9929897688518378,11,799671,1309294,0.6107650382572593,1259,804912,1314572,0.6122996686373968,1270
15,870433,1317280,0.6607805477954573,62813,2708,2708,1.0,0,5246,5278,0.9939370973853733,5,862479,1309294,0.6587359294398355,62808,867725,1314572,0.6600817604513104,62813
16,871801,1317280,0.6618190513785983,1368,2708,2708,1.0,0,5256,5278,0.9958317544524441,10,863837,1309294,0.6597731296408599,1358,869093,1314572,0.6611224033373599,1368
17,872616,1317280,0.6624377505162152,815,2708,2708,1.0,0,5256,5278,0.9958317544524441,0,864652,1309294,0.6603956025155542,815,869908,1314572,0.6617423769865781,815
18,875852,1317280,0.6648943277055751,3236,2708,2708,1.0,0,5262,5278,0.9969685486926866,6,867882,1309294,0.6628625809023795,3230,873144,1314572,0.664204014690713,3236
19,877995,1317280,0.6665211648244869,2143,2708,2708,1.0,0,5262,5278,0.9969685486926866,0,870025,1309294,0.6644993408661461,2143,875287,1314572,0.6658342030714179,2143
20,897956,1317280,0.681674359285801,19961,2708,2708,1.0,0,5262,5278,0.9969685486926866,0,889986,1309294,0.6797449617885669,19961,895248,1314572,0.681018612902146,19961
21,908714,1317280,0.6898411879023443,10758,2708,2708,1.0,0,5271,5278,0.9986737400530504,9,900735,1309294,0.6879547298009462,10749,906006,1314572,0.6892022650718257,10758
22,908794,1317280,0.6899019191060367,80,2708,2708,1.0,0,5274,5278,0.9992421371731717,3,900812,1309294,0.6880135401216227,77,906086,1314572,0.6892631213809514,80
23,911766,1317280,0.6921580833232115,2972,2708,2708,1.0,0,5278,5278,1.0,4,903780,1309294,0.6902804106640678,2968,909058,1314572,0.6915239332649714,2972
24,912608,1317280,0.6927972792420746,842,2708,2708,1.0,0,5278,5278,1.0,0,904622,1309294,0.6909235053395189,842,909900,1314572,0.6921644459185194,842
25,913640,1317280,0.6935807117697073,1032,2708,2708,1.0,0,5278,5278,1.0,0,905654,1309294,0.6917117163906655,1032,910932,1314572,0.6929494923062411,1032
26,914698,1317280,0.6943838819385401,1058,2708,2708,1.0,0,5278,5278,1.0,0,906712,1309294,0.6925197854721705,1058,911990,1314572,0.6937543169944286,1058
27,916323,1317280,0.6956174845135431,1625,2708,2708,1.0,0,5278,5278,1.0,0,908337,1309294,0.6937609123695672,1625,913615,1314572,0.6949904607735445,1625
28,916339,1317280,0.6956296307542815,16,2708,2708,1.0,0,5278,5278,1.0,0,908353,1309294,0.6937731326959414,16,913631,1314572,0.6950026320353697,16
29,918542,1317280,0.6973020162759626,2203,2708,2708,1.0,0,5278,5278,1.0,0,910556,1309294,0.6954557188836121,2203,915834,1314572,0.6966784626479189,2203
30,919102,1317280,0.6977271347018098,560,2708,2708,1.0,0,5278,5278,1.0,0,911116,1309294,0.695883430306715,560,916394,1314572,0.6971044568117988,560
31,924419,1317280,0.7017634823272197,5317,2708,2708,1.0,0,5278,5278,1.0,0,916433,1309294,0.6999443975149966,5317,921711,1314572,0.7011491192570661,5317
32,925414,1317280,0.7025188266731447,995,2708,2708,1.0,0,5278,5278,1.0,0,917428,1309294,0.7007043490614026,995,922706,1314572,0.7019060196018172,995
33,925999,1317280,0.7029629236001458,585,2708,2708,1.0,0,5278,5278,1.0,0,918013,1309294,0.7011511547444653,585,923291,1314572,0.7023510313622989,585
34,940868,1317280,0.7142505769464351,14869,2708,2708,1.0,0,5278,5278,1.0,0,932882,1309294,0.7125076567982439,14869,938160,1314572,0.7136619371171757,14869
35,940905,1317280,0.7142786651281429,37,2708,2708,1.0,0,5278,5278,1.0,0,932919,1309294,0.7125359163029846,37,938197,1314572,0.7136900831601464,37
36,941085,1317280,0.7144153103364509,180,2708,2708,1.0,0,5278,5278,1.0,0,933099,1309294,0.7126733949746963,180,938377,1314572,0.7138270098556793,180
37,943260,1317280,0.7160664399368395,2175,2708,2708,1.0,0,5278,5278,1.0,0,935274,1309294,0.7143345955912117,2175,940552,1314572,0.7154815407600345,2175
38,945745,1317280,0.7179529029515365,2485,2708,2708,1.0,0,5278,5278,1.0,0,937759,1309294,0.7162325650312306,2485,943037,1314572,0.7173718898622518,2485
39,945994,1317280,0.7181419288230293,249,2708,2708,1.0,0,5278,5278,1.0,0,938008,1309294,0.7164227438604317,249,943286,1314572,0.7175613051244055,249
40,950099,1317280,0.7212581987124985,4105,2708,2708,1.0,0,5278,5278,1.0,0,942113,1309294,0.7195580213458551,4105,947391,1314572,0.7206839944864184,4105
41,950419,1317280,0.7215011235272684,320,2708,2708,1.0,0,5278,5278,1.0,0,942433,1309294,0.7198024278733425,320,947711,1314572,0.7209274197229212,320
42,955339,1317280,0.7252360925543544,4920,2708,2708,1.0,0,5278,5278,1.0,0,947353,1309294,0.7235601782334602,4920,952631,1314572,0.7246700827341522,4920
43,956067,1317280,0.7257887465079558,728,2708,2708,1.0,0,5278,5278,1.0,0,948081,1309294,0.7241162030834939,728,953359,1314572,0.7252238751471962,728
44,956168,1317280,0.7258654196526175,101,2708,2708,1.0,0,5278,5278,1.0,0,948182,1309294,0.724193343893732,101,953460,1314572,0.7253007062374675,101
45,971326,1317280,0.7373724644722458,15158,2708,2708,1.0,0,5278,5278,1.0,0,963340,1309294,0.7357705755926477,15158,968618,1314572,0.7368314554090609,15158
