epoch,expected_coverage_all,observable_ceiling_all,entropy_bits_all,entropy_nats_all,normalized_entropy_bits_all,normalized_entropy_nats_all,expected_coverage_rank0,observable_ceiling_rank0,entropy_bits_rank0,entropy_nats_rank0,normalized_entropy_bits_rank0,normalized_entropy_nats_rank0,expected_coverage_rank1,observable_ceiling_rank1,entropy_bits_rank1,entropy_nats_rank1,normalized_entropy_bits_rank1,normalized_entropy_nats_rank1,expected_coverage_rank2,observable_ceiling_rank2,entropy_bits_rank2,entropy_nats_rank2,normalized_entropy_bits_rank2,normalized_entropy_nats_rank2,expected_coverage_rank1_2,observable_ceiling_rank1_2,entropy_bits_rank1_2,entropy_nats_rank1_2,normalized_entropy_bits_rank1_2,normalized_entropy_nats_rank1_2
0,0.0,0.9979235880398671,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9878493317132442,0.0,0.0,0.0,0.0,0.0,0.9971114962449451,0.0,0.0,0.0,0.0
1,0.8192948517323655,0.9979235880398671,450.2595604605959,312.09614485342223,0.046843483193986256,0.03246942830351875,1.0,1.0,0.0,0.0,0.0,0.0,0.7675887331059981,1.0,355.73971081055106,246.57997756154376,0.06740047571249547,0.0467184497085153,0.6877974960829529,0.9878493317132442,94.51984965003751,65.51616729187343,0.05813028883766145,0.04029284581296029,0.7486204523232352,0.9971114962449451,450.2595604605959,312.09614485342223,0.06521720168896232,0.045205119474713534
2,0.8269536646912533,0.9979235880398671,728.0298683131305,504.6318505846746,0.07574176740669272,0.05250019252857622,1.0,1.0,0.0,0.0,0.0,0.0,0.778655936291426,1.0,574.8447939311177,398.452048172917,0.10891337512904845,0.0754929988959676,0.6971273794409887,0.9878493317132442,153.18507438201695,106.17980241176055,0.09420976284256885,0.06530123149554769,0.7592746531349066,0.9971114962449451,728.0298683131305,504.6318505846746,0.10545044442542446,0.07309267824227617
3,0.834248775210386,0.9979235880398671,936.9942441266151,649.4749185172603,0.09748171495283137,0.06756917587570332,1.0,1.0,0.0,0.0,0.0,0.0,0.7891961298013305,1.0,739.440243854343,512.5409202201962,0.1400985683695231,0.09710892766581966,0.7060188516006539,0.9878493317132442,197.5540002722529,136.93399829705075,0.12149692513668689,0.08421525110519726,0.7694229062429586,0.9971114962449451,936.9942441266151,649.4749185172603,0.1357175904007264,0.09407226513865301
4,0.8411975009203961,0.9979235880398671,1100.8236413513002,763.0328032963862,0.11452597184262382,0.0793833544836024,1.0,1.0,0.0,0.0,0.0,0.0,0.7992344093345831,1.0,868.2784166691855,601.8447364552993,0.16450898383273693,0.11402893832044322,0.7144927803143851,0.9878493317132442,232.54522468211655,161.1880668410881,0.14301674334693515,0.09913165242379342,0.7790893022624664,0.9971114962449451,1100.8236413513002,763.0328032963862,0.15944722499294614,0.11052039445196787
5,0.8478163348053933,0.9979235880398671,1231.3517510894242,853.5079945451859,0.12810567531100958,0.08879608765555408,1.0,1.0,0.0,0.0,0.0,0.0,0.8087946755567522,1.0,970.7351474708537,672.862330539865,0.18392102074097266,0.12748433697231243,0.7225690396458779,0.9878493317132442,260.6166036185545,180.6456640053099,0.16028081403355135,0.11109819434520904,0.7882967846397456,0.9971114962449451,1231.3517510894242,853.5079945451859,0.17835338225513098,0.12362514405347419
6,0.8541209844714928,0.9979235880398671,1335.8618261719173,925.9488584287242,0.1389785503716102,0.09633259034838995,1.0,1.0,0.0,0.0,0.0,0.0,0.8178996910064429,1.0,1052.581496160716,729.5938963733691,0.199428097036892,0.13823302318555686,0.730266557288642,0.9878493317132442,283.28033001119337,196.35496205534955,0.17421914514833542,0.12075950925913256,0.7970672042792109,0.9971114962449451,1335.8618261719173,925.9488584287242,0.1934909945208455,0.13411773731586388
7,0.8601264095458345,0.9979235880398671,1419.3508907778912,983.8190681679422,0.14766447053452883,0.10235321141988579,1.0,1.0,0.0,0.0,0.0,0.0,0.826571134291841,1.0,1117.7772761198407,774.7841674364431,0.21178046156116725,0.14679502982880696,0.7376033596311707,0.9878493317132442,301.5736146580918,209.03490073152773,0.18546962771100356,0.12855774952738483,0.8054213715692308,0.9971114962449451,1419.3508907778912,983.8190681679422,0.2055838486062994,0.14249986503011908
8,0.8658468572948591,0.9979235880398671,1485.4848973090573,1029.659668334153,0.15454482909998515,0.1071223125607733,1.0,1.0,0.0,0.0,0.0,0.0,0.8348296517065337,1.0,1169.2276925709004,810.4468785381301,0.22152855107444117,0.15355189059077873,0.744596614676211,0.9878493317132442,316.2572047381541,219.21278979602087,0.19450012591522392,0.1348172138966918,0.8133791059306943,0.9971114962449451,1485.4848973090573,1029.659668334153,0.2151629341409411,0.1491395811607985
9,0.8712958965460267,0.9979235880398671,1537.0774216613577,1065.4208811269202,0.15991234099681206,0.11084278829868084,1.0,1.0,0.0,0.0,0.0,0.0,0.8426949063871702,1.0,1209.1625655461226,838.1276231469249,0.22909484000494934,0.1587964424302624,0.7512626729162656,0.9878493317132442,327.9148561152233,227.29325797998717,0.2016696532073944,0.13978675152520736,0.8209592830057053,0.9971114962449451,1537.0774216613577,1065.4208811269202,0.2226357794990379,0.15431936285152378
