best_epoch,best_epoch/train/accuracy,best_epoch/train/auroc,best_epoch/train/f1,best_epoch/train/loss,best_epoch/train/precision,best_epoch/train/recall,best_epoch/val/accuracy,best_epoch/val/auroc,best_epoch/val/f1,best_epoch/val/loss,best_epoch/val/precision,best_epoch/val/recall,epoch,lr-Adam,step,train/accuracy,train/auroc,train/f1,train/loss,train/precision,train/recall,val/accuracy,val/auroc,val/f1,val/loss,val/precision,val/recall
,,,,,,,,,,,,,,0.001,0,,,,,,,,,,,,
0.0,,,,,,,,,,1.433830738067627,,,0,,15,0.30723780393600464,0.5634343028068542,0.13129588961601257,,0.1824341118335724,0.16192269325256348,0.5096011757850647,0.8494463562965393,0.369634211063385,1.433830738067627,0.6309186220169067,0.3684566617012024
,,,,,,,,,,,,,0,,15,,,,1.8068549633026123,,,,,,,,
,,,,,,,,,,,,,,0.001,16,,,,,,,,,,,,
1.0,0.30723780393600464,0.5634343028068542,0.13129588961601257,1.8068549633026123,0.1824341118335724,0.16192269325256348,0.5096011757850647,0.8494463562965393,0.369634211063385,0.9630775451660156,0.6309186220169067,0.3684566617012024,1,,31,0.738552451133728,0.9562493562698364,0.6550086736679077,,0.8018484115600586,0.622374951839447,0.7311668992042542,0.9337267279624939,0.6801263689994812,0.9630775451660156,0.747665286064148,0.6630085110664368
,,,,,,,,,,,,,1,,31,,,,0.9901766180992126,,,,,,,,
,,,,,,,,,,,,,,0.001,32,,,,,,,,,,,,
2.0,0.738552451133728,0.9562493562698364,0.6550086736679077,0.9901766180992126,0.8018484115600586,0.622374951839447,0.7311668992042542,0.9337267279624939,0.6801263689994812,0.7710636258125305,0.747665286064148,0.6630085110664368,2,,47,0.9298375248908997,0.9962722063064575,0.9060325026512146,,0.9336096048355103,0.8922393321990967,0.7636632323265076,0.9451342821121216,0.7411630749702454,0.7710636258125305,0.7962610125541687,0.7198215126991272
,,,,,,,,,,,,,2,,47,,,,0.39937490224838257,,,,,,,,
,,,,,,,,,,,,,,0.001,48,,,,,,,,,,,,
3.0,0.9298375248908997,0.9962722063064575,0.9060325026512146,0.39937490224838257,0.9336096048355103,0.8922393321990967,0.7636632323265076,0.9451342821121216,0.7411630749702454,0.7072202563285828,0.7962610125541687,0.7198215126991272,3,,63,0.9778434038162231,0.9995507001876831,0.977516770362854,,0.9851610064506531,0.9705305099487305,0.7932053208351135,0.9499313235282898,0.7831843495368958,0.7072202563285828,0.7975729703903198,0.7744492292404175
,,,,,,,,,,,,,3,,63,,,,0.15045680105686188,,,,,,,,
,,,,,,,,,,,,,,0.001,64,,,,,,,,,,,,
4.0,0.9778434038162231,0.9995507001876831,0.977516770362854,0.15045680105686188,0.9851610064506531,0.9705305099487305,0.7932053208351135,0.9499313235282898,0.7831843495368958,0.7313417792320251,0.7975729703903198,0.7744492292404175,4,,79,0.9903988242149353,0.9999125599861145,0.9904463291168213,,0.9899241328239441,0.9910151362419128,0.7946824431419373,0.9482540488243103,0.786323070526123,0.7313417792320251,0.797692060470581,0.7774363160133362
,,,,,,,,,,,,,4,,79,,,,0.0781688541173935,,,,,,,,
,,,,,,,,,,,,,,0.001,80,,,,,,,,,,,,
5.0,0.9903988242149353,0.9999125599861145,0.9904463291168213,0.0781688541173935,0.9899241328239441,0.9910151362419128,0.7946824431419373,0.9482540488243103,0.786323070526123,0.7677927017211914,0.797692060470581,0.7774363160133362,5,,95,0.9992614388465881,1.0,0.9991744756698608,,0.9996782541275024,0.9986772537231445,0.7872968912124634,0.9455532431602478,0.7753865718841553,0.7677927017211914,0.7929707169532776,0.7626057267189026
,,,,,,,,,,,,,5,,95,,,,0.03068782575428486,,,,,,,,
,,,,,,,,,,,,,,0.001,96,,,,,,,,,,,,
,,,,,,,,,,,,,6,,111,0.9955686926841736,0.9999823570251465,0.9953347444534302,,0.9965556263923645,0.9941883087158203,0.7872968912124634,0.9455984234809875,0.7753937840461731,0.7767042517662048,0.7741589546203613,0.7781152725219727
,,,,,,,,,,,,,6,,111,,,,0.02805931493639946,,,,,,,,
,,,,,,,,,,,,,,0.001,112,,,,,,,,,,,,
,,,,,,,,,,,,,7,,127,1.0,1.0,1.0,,1.0,1.0,0.7976366281509399,0.9438198208808899,0.78724604845047,0.7959121465682983,0.794867992401123,0.7816329598426819
,,,,,,,,,,,,,7,,127,,,,0.014190593734383583,,,,,,,,
,,,,,,,,,,,,,,0.001,128,,,,,,,,,,,,
8.0,1.0,1.0,1.0,0.014190593734383583,1.0,1.0,0.7976366281509399,0.9438198208808899,0.78724604845047,0.8149734139442444,0.794867992401123,0.7816329598426819,8,,143,0.9911373853683472,0.9999143481254578,0.9927109479904175,,0.9922091364860535,0.9932746887207031,0.782865583896637,0.9422487616539001,0.7726110219955444,0.8149734139442444,0.7773895263671875,0.7687087059020996
,,,,,,,,,,,,,8,,143,,,,0.03445768356323242,,,,,,,,
