best_epoch,best_epoch/train/accuracy,best_epoch/train/auroc,best_epoch/train/f1,best_epoch/train/loss,best_epoch/train/precision,best_epoch/train/recall,best_epoch/val/accuracy,best_epoch/val/auroc,best_epoch/val/f1,best_epoch/val/loss,best_epoch/val/precision,best_epoch/val/recall,epoch,lr-Adam,step,train/accuracy,train/auroc,train/f1,train/loss,train/precision,train/recall,val/accuracy,val/auroc,val/f1,val/loss,val/precision,val/recall
,,,,,,,,,,,,,,0.001,0,,,,,,,,,,,,
0.0,,,,,,,,,,1.577556848526001,,,0,,7,0.24593795835971832,0.5685109496116638,0.19348552823066711,,0.20926199853420258,0.20582152903079987,0.5731167197227478,0.8384702801704407,0.5056504607200623,1.577556848526001,0.6450475454330444,0.5025343298912048
,,,,,,,,,,,,,0,,7,,,,1.877722144126892,,,,,,,,
,,,,,,,,,,,,,,0.001,8,,,,,,,,,,,,
1.0,0.24593795835971832,0.5685109496116638,0.19348552823066711,1.877722144126892,0.20926199853420258,0.20582152903079987,0.5731167197227478,0.8384702801704407,0.5056504607200623,1.267668604850769,0.6450475454330444,0.5025343298912048,1,,15,0.731905460357666,0.939008355140686,0.6406487226486206,,0.8021506071090698,0.617521345615387,0.6720827221870422,0.9244080185890198,0.6204392313957214,1.267668604850769,0.7609736323356628,0.5939681529998779
,,,,,,,,,,,,,1,,15,,,,1.307813286781311,,,,,,,,
,,,,,,,,,,,,,,0.001,16,,,,,,,,,,,,
2.0,0.731905460357666,0.939008355140686,0.6406487226486206,1.307813286781311,0.8021506071090698,0.617521345615387,0.6720827221870422,0.9244080185890198,0.6204392313957214,1.0032228231430054,0.7609736323356628,0.5939681529998779,2,,23,0.8737075328826904,0.988848090171814,0.8263891935348511,,0.9120128750801086,0.7962454557418823,0.7459379434585571,0.942430317401886,0.6942495107650757,1.0032228231430054,0.7880920171737671,0.6757506728172302
,,,,,,,,,,,,,2,,23,,,,0.8812130093574524,,,,,,,,
,,,,,,,,,,,,,,0.001,24,,,,,,,,,,,,
3.0,0.8737075328826904,0.988848090171814,0.8263891935348511,0.8812130093574524,0.9120128750801086,0.7962454557418823,0.7459379434585571,0.942430317401886,0.6942495107650757,0.8279510140419006,0.7880920171737671,0.6757506728172302,3,,31,0.9401772618293762,0.9960187673568726,0.9190539717674255,,0.9516084790229797,0.9000766277313232,0.7961595058441162,0.9487462043762207,0.7690037488937378,0.8279510140419006,0.8137276768684387,0.7533159255981445
,,,,,,,,,,,,,3,,31,,,,0.5622797012329102,,,,,,,,
,,,,,,,,,,,,,,0.001,32,,,,,,,,,,,,
