time_s,memory_MB
1.8835067749023438e-05,0.125
0.05508089065551758,26.890625
0.11011505126953125,40.40625
0.16515088081359863,75.125
0.22018194198608398,116.703125
0.2768850326538086,137.890625
0.3327319622039795,155.0625
0.386430025100708,163.578125
0.43976902961730957,170.171875
0.4917318820953369,177.5625
0.5467629432678223,187.90625
0.6017940044403076,198.0625
0.6568179130554199,205.53125
0.7118489742279053,215.546875
0.7668759822845459,233.296875
0.8219058513641357,248.140625
0.8769400119781494,257.0625
0.9319589138031006,262.171875
0.9869880676269531,273.515625
1.0420150756835938,281.03125
1.097038984298706,292.5625
1.1520659923553467,302.734375
1.207089900970459,313.21875
1.2621219158172607,323.125
1.3171682357788086,331.78125
1.372201919555664,342.0
1.4272260665893555,351.8125
1.4822499752044678,366.171875
1.5372800827026367,389.40625
1.5923011302947998,398.1875
1.6473321914672852,406.328125
1.7023601531982422,421.515625
1.757385015487671,432.296875
1.8124191761016846,440.453125
1.8674509525299072,447.671875
1.9224801063537598,455.734375
1.9775140285491943,465.78125
2.0325469970703125,469.453125
2.0875790119171143,470.578125
2.142608880996704,472.046875
2.1975622177124023,486.234375
2.252592086791992,496.375
2.307619094848633,503.375
2.362644910812378,523.71875
2.41422700881958,544.09375
2.469249963760376,565.296875
2.5242700576782227,586.5
2.579284906387329,607.796875
2.6343119144439697,629.09375
2.6893320083618164,650.171875
2.744378089904785,657.421875
2.7994089126586914,675.0
2.8544399738311768,695.96875
2.909464120864868,717.171875
2.9644830226898193,738.453125
3.019500970840454,759.65625
3.0745201110839844,780.984375
3.129544973373413,802.3125
3.1845650672912598,823.609375
3.239586114883423,844.96875
3.294617176055908,866.1875
3.3496360778808594,887.203125
3.4046630859375,908.15625
3.4596967697143555,928.875
3.514733076095581,949.375
3.5697789192199707,970.359375
3.6248021125793457,991.328125
3.679827928543091,1012.453125
3.7348530292510986,1033.3125
3.789876937866211,1054.109375
3.8448991775512695,1075.171875
3.8999438285827637,1095.84375
3.9549810886383057,1116.65625
4.010011196136475,1137.65625
4.065039157867432,1158.65625
4.120072841644287,1179.59375
4.1750969886779785,1200.703125
4.230123996734619,1222.078125
4.28515100479126,1243.359375
4.340173959732056,1264.5625
4.3951921463012695,1285.65625
4.45021390914917,1306.765625
4.505234956741333,1328.078125
4.5602710247039795,1333.25
4.615301847457886,1350.15625
4.670323848724365,1371.421875
4.725351810455322,1392.53125
4.780375003814697,1413.703125
4.835405111312866,1434.75
4.890429973602295,1456.078125
4.945451021194458,1477.1875
5.000472068786621,1498.3125
5.055494785308838,1519.609375
5.110525846481323,1540.5
5.165256977081299,1933.125
5.220304012298584,2476.46875
5.275347948074341,1497.375
5.327265024185181,1502.90625
5.382341146469116,1510.5
5.435563087463379,1511.796875
5.490584135055542,1520.1875
5.54560112953186,1528.703125
5.600637912750244,1533.3125
5.655664920806885,1537.4375
5.7107110023498535,1780.953125
5.765749931335449,2358.421875
5.820794105529785,2864.296875
5.875840902328491,3409.390625
5.930883169174194,3409.390625
5.985926866531372,3855.65625
6.040961980819702,3855.65625
6.096006870269775,4158.75
6.15106201171875,4343.65625
6.206103086471558,4343.65625
6.261152982711792,1888.21875
6.316187858581543,2476.75
6.371204137802124,2485.765625
6.426231145858765,2496.140625
6.481273174285889,2499.046875
6.536304950714111,2503.90625
6.591341972351074,2513.984375
6.646378993988037,2524.078125
6.7014148235321045,2535.5
6.756447076797485,2539.6875
6.811490058898926,2540.6875
6.866518020629883,2540.8125
6.92154598236084,2549.640625
6.976581811904907,2560.0625
