time_s,memory_MB
2.5272369384765625e-05,0.640625
0.05507302284240723,25.640625
0.11010527610778809,38.46875
0.16514325141906738,62.484375
0.22018909454345703,99.890625
0.27303504943847656,129.796875
0.32645726203918457,151.234375
0.379716157913208,163.5625
0.4315052032470703,172.875
0.4869062900543213,177.640625
0.5377380847930908,187.375
0.5902819633483887,196.609375
0.6453120708465576,203.46875
0.6959760189056396,213.40625
0.7510061264038086,221.84375
0.8060531616210938,237.6875
0.8569521903991699,249.9375
0.9119880199432373,256.109375
0.9670159816741943,262.203125
1.019660234451294,273.03125
1.0746922492980957,280.71875
1.1297202110290527,288.90625
1.1847560405731201,299.40625
1.2397892475128174,311.078125
1.294816017150879,319.5625
1.3498570919036865,330.84375
1.4048891067504883,338.265625
1.4599111080169678,347.046875
1.514939308166504,358.609375
1.5699701309204102,374.890625
1.6250009536743164,394.03125
1.6800363063812256,403.09375
1.7350690364837646,412.140625
1.790093183517456,424.140625
1.845121145248413,435.890625
1.9001469612121582,440.265625
1.955179214477539,448.109375
2.0062992572784424,454.0
2.061331033706665,463.515625
2.1163573265075684,467.8125
2.1713790893554688,469.296875
2.2264151573181152,470.859375
2.2783889770507812,478.015625
2.3317272663116455,490.0
2.386749029159546,498.25
2.441781997680664,515.0625
2.494295120239258,535.296875
2.549318313598633,556.640625
2.604344129562378,577.703125
2.6593661308288574,599.046875
2.7143921852111816,620.03125
2.766296148300171,639.796875
2.8213350772857666,652.171875
2.876368284225464,664.140625
2.9313931465148926,685.015625
2.982300281524658,704.453125
3.037320137023926,725.703125
3.0923380851745605,746.765625
3.1473779678344727,972.921875
3.2023980617523193,773.953125
3.257416009902954,782.828125
3.312437057495117,787.34375
3.367455005645752,789.703125
3.4224860668182373,791.859375
3.4775092601776123,793.40625
3.5325331687927246,794.484375
3.587562084197998,795.84375
3.6425840854644775,796.046875
3.697599172592163,796.796875
3.7526190280914307,798.125
3.807634115219116,799.078125
3.8626530170440674,800.5
3.917675018310547,801.3125
3.9689722061157227,802.171875
4.023986101150513,803.59375
4.07900333404541,805.078125
4.134016036987305,806.90625
4.189038276672363,808.984375
4.2440571784973145,809.953125
4.2943031787872314,811.34375
4.349321126937866,812.859375
4.40433406829834,813.65625
4.459344148635864,814.734375
4.514358043670654,816.625
4.569378137588501,819.34375
4.624392986297607,820.171875
4.679410934448242,820.90625
4.734424114227295,822.0625
4.78945517539978,822.8125
4.844476938247681,823.0625
4.89949107170105,823.515625
4.954506158828735,824.28125
5.009518146514893,825.203125
5.064540147781372,825.328125
5.119553089141846,825.359375
5.174567937850952,826.09375
5.229582071304321,826.515625
5.284595012664795,827.28125
5.339608192443848,827.421875
5.394633054733276,827.46875
5.449651002883911,829.375
5.5046820640563965,829.46875
5.555657148361206,829.578125
5.610678195953369,829.875
5.66569709777832,831.078125
5.7207190990448,831.625
5.775735139846802,832.125
5.830754041671753,832.296875
5.885771036148071,833.015625
5.940788984298706,833.171875
5.995805978775024,833.875
6.050826072692871,834.1875
6.105846166610718,835.21875
6.158322095870972,835.5625
6.213335037231445,837.0
6.2650251388549805,837.453125
6.320055246353149,838.828125
6.37165904045105,839.15625
6.426681280136108,839.21875
