time_s,memory_MB
1.8835067749023438e-05,0.578125
0.05073380470275879,19.03125
0.10575985908508301,26.921875
0.1607837677001953,36.0625
0.21339082717895508,41.375
0.26842689514160156,80.96875
0.3249318599700928,118.265625
0.3804507255554199,136.796875
0.43550586700439453,151.234375
0.4890329837799072,160.65625
0.5471317768096924,165.546875
0.6021668910980225,174.015625
0.6533968448638916,183.78125
0.7084176540374756,191.40625
0.7634460926055908,199.09375
0.8184750080108643,204.46875
0.8735067844390869,214.265625
0.9253990650177002,218.859375
0.9804208278656006,233.25
1.0354487895965576,239.515625
1.0880687236785889,247.90625
1.1430957317352295,254.25
1.1981167793273926,257.890625
1.2531378269195557,266.703125
1.3081738948822021,270.390625
1.3631958961486816,276.28125
1.4182169437408447,281.765625
1.4732427597045898,288.59375
1.5282728672027588,297.84375
1.583305835723877,307.546875
1.6383378505706787,314.53125
1.69073486328125,324.625
1.7457728385925293,329.015625
1.8008019924163818,336.34375
1.8534049987792969,342.875
1.9084298610687256,349.375
1.9634559154510498,356.296875
2.018481969833374,365.359375
2.0694048404693604,382.703125
2.1244380474090576,390.90625
2.176088809967041,400.515625
2.231130838394165,406.609375
2.2861640453338623,417.203125
2.341188907623291,425.96875
2.396211862564087,435.0
2.451241970062256,440.640625
2.5062708854675293,444.6875
2.557407855987549,453.484375
2.6124398708343506,460.34375
2.664076089859009,461.4375
2.719101905822754,466.515625
2.773411750793457,467.28125
2.8284339904785156,468.484375
2.8800127506256104,475.546875
2.933412790298462,485.890625
2.9884378910064697,496.25
3.043468713760376,509.46875
3.096076011657715,528.859375
3.151094913482666,549.234375
3.206124782562256,602.640625
3.2611608505249023,588.25
3.316180944442749,598.65625
3.371201753616333,599.9375
3.4262428283691406,614.546875
3.4812657833099365,599.78125
3.53629994392395,600.453125
3.591320753097534,600.453125
3.6463470458984375,611.234375
3.7013659477233887,607.96875
3.756382942199707,608.90625
3.811434030532837,608.90625
3.866473913192749,611.078125
3.9174208641052246,587.078125
3.972440719604492,592.453125
4.027466058731079,593.171875
4.082495927810669,615.546875
4.137523889541626,602.96875
4.189424753189087,624.0
4.2444539070129395,635.4375
4.299479007720947,635.4375
4.354508876800537,638.046875
4.4095377922058105,641.671875
4.4645676612854,641.9375
4.519600868225098,641.953125
4.5746259689331055,650.140625
4.629657745361328,651.265625
4.684683084487915,651.265625
4.739729881286621,654.046875
4.794755697250366,654.203125
4.849787950515747,655.375
4.904812812805176,655.375
4.959837913513184,655.375
5.014863729476929,655.375
5.069889783859253,655.375
5.124914884567261,655.375
5.179940938949585,655.375
5.234972953796387,655.46875
5.289995908737183,656.78125
5.34502100944519,656.78125
5.400044679641724,656.78125
5.455071926116943,656.796875
5.506765842437744,662.6875
5.561791896820068,662.6875
5.616818904876709,662.6875
5.671847820281982,662.6875
5.726872682571411,662.6875
5.781904935836792,662.6875
5.8321027755737305,663.203125
5.885465860366821,668.25
5.940510034561157,668.390625
5.995549917221069,669.171875
6.0499279499053955,673.453125
6.104957818984985,677.90625
6.15825891494751,677.90625
6.210777759552002,677.90625
6.265807867050171,677.90625
6.320838928222656,677.90625
6.375864744186401,677.90625
6.430888891220093,677.90625
6.485922813415527,677.90625
6.540946960449219,677.90625
6.595976829528809,677.90625
6.651007890701294,678.125
6.706032752990723,678.328125
6.76105809211731,683.140625
6.816097974777222,683.140625
6.8711278438568115,683.140625
6.926159858703613,683.140625
6.981185674667358,683.140625
7.036240816116333,683.140625
7.088111877441406,683.140625
7.1431379318237305,683.125
7.198163986206055,683.125
7.250773906707764,683.1875
7.305814027786255,684.78125
7.3608410358428955,684.78125
7.415863037109375,684.78125
7.470890045166016,684.78125
7.525912761688232,684.78125
7.580935955047607,684.78125
7.632112979888916,684.78125
7.687140941619873,684.78125
7.742166042327881,684.78125
7.7947797775268555,684.78125
7.84980583190918,685.09375
7.904831886291504,685.09375
7.959855794906616,685.09375
8.014882802963257,685.09375
8.069931983947754,685.09375
8.124958992004395,685.109375
8.179981708526611,685.109375
8.235008001327515,685.109375
8.290029764175415,685.109375
8.345057010650635,685.109375
8.400084972381592,685.109375
8.455106735229492,685.109375
8.510129928588867,685.109375
8.565164804458618,685.109375
8.620189905166626,685.109375
8.6752188205719,685.109375
8.73024582862854,685.109375
8.785270929336548,685.109375
8.840297937393188,685.109375
8.895323753356934,685.28125
8.950353860855103,685.28125
9.005377054214478,685.296875
9.06041693687439,685.34375
9.115442991256714,685.34375
9.170466899871826,685.34375
