time_s,memory_MB
2.193450927734375e-05,0.171875
0.05508708953857422,26.078125
0.10703825950622559,38.765625
0.16208505630493164,72.609375
0.21371889114379883,110.28125
0.2709081172943115,137.515625
0.32687926292419434,155.390625
0.3810720443725586,165.078125
0.43624114990234375,173.625
0.49127793312072754,177.6875
0.5417079925537109,190.328125
0.5967390537261963,201.15625
0.6517601013183594,207.640625
0.7067832946777344,214.671875
0.7618038654327393,235.9375
0.816831111907959,248.1875
0.8718650341033936,256.234375
0.9268860816955566,261.65625
0.9819200038909912,273.1875
1.036942958831787,282.53125
1.091968059539795,292.34375
1.146996259689331,305.640625
1.2020211219787598,314.875
1.2570440769195557,327.3125
1.3120741844177246,335.15625
1.3671040534973145,344.359375
1.4221339225769043,355.4375
1.4771640300750732,371.75
1.532193899154663,391.28125
1.5872390270233154,403.40625
1.6422700881958008,412.515625
1.693708896636963,424.5
1.7487311363220215,435.5625
1.8037550449371338,441.984375
1.858781099319458,449.671875
1.913802146911621,457.21875
1.968832015991211,464.953125
2.023854970932007,470.328125
2.078882932662964,471.578125
2.13103985786438,472.453125
2.1851999759674072,483.0
2.2377121448516846,492.875
2.292057991027832,504.015625
2.3443820476531982,524.140625
2.399400234222412,545.25
2.4544169902801514,566.375
2.5094351768493652,588.0625
2.5644540786743164,609.25
2.619476079940796,630.625
2.6744959354400635,651.921875
2.729522228240967,654.796875
2.78454327583313,675.671875
2.8395700454711914,696.90625
2.89459490776062,717.9375
2.9496161937713623,739.203125
3.00463604927063,760.359375
3.0596630573272705,781.109375
3.114677906036377,787.390625
3.1697041988372803,814.3125
3.224730968475342,828.890625
3.279771089553833,828.890625
3.334801197052002,842.09375
3.3898332118988037,843.0
3.4448602199554443,843.109375
3.4998838901519775,843.125
3.554920196533203,844.125
3.6099491119384766,857.171875
3.664976119995117,857.3125
3.7200000286102295,857.5
3.775028944015503,857.515625
3.8300561904907227,857.515625
3.8850789070129395,857.625
3.9401021003723145,857.703125
3.9951391220092773,858.234375
4.050164222717285,865.203125
4.105191230773926,865.640625
4.160213947296143,865.921875
4.215245008468628,869.171875
4.270273923873901,871.96875
4.325300931930542,871.984375
4.380328178405762,872.015625
4.4353718757629395,872.015625
4.4904091358184814,872.015625
4.541717290878296,872.015625
4.596742153167725,876.140625
4.651762008666992,876.140625
4.7067930698394775,877.0
4.761819124221802,877.0
4.816848993301392,877.0
4.8718791007995605,877.0
4.926903009414673,877.15625
4.981930255889893,880.953125
5.036959886550903,880.984375
5.092001914978027,882.3125
5.147027254104614,884.984375
5.202059030532837,885.0625
