best_epoch,best_epoch/train/accuracy,best_epoch/train/auroc,best_epoch/train/f1,best_epoch/train/loss,best_epoch/train/precision,best_epoch/train/recall,best_epoch/val/accuracy,best_epoch/val/auroc,best_epoch/val/f1,best_epoch/val/loss,best_epoch/val/precision,best_epoch/val/recall,epoch,lr-Adam,step,train/accuracy,train/auroc,train/f1,train/loss,train/precision,train/recall,val/accuracy,val/auroc,val/f1,val/loss,val/precision,val/recall
,,,,,,,,,,,,,,0.001,0,,,,,,,,,,,,
0.0,,,,,,,,,,1.4856196641921997,,,0,,31,0.27400293946266174,0.547977089881897,0.14657330513000488,,0.1759607046842575,0.1616615504026413,0.5657311677932739,0.8752602338790894,0.5046371817588806,1.4856196641921997,0.6260297298431396,0.5277733206748962
,,,,,,,,,,,,,0,,31,,,,1.8568180799484253,,,,,,,,
,,,,,,,,,,,,,,0.001,32,,,,,,,,,,,,
1.0,0.27400293946266174,0.547977089881897,0.14657330513000488,1.8568180799484253,0.1759607046842575,0.1616615504026413,0.5657311677932739,0.8752602338790894,0.5046371817588806,0.9714289903640747,0.6260297298431396,0.5277733206748962,1,,63,0.7525849342346191,0.9430665969848633,0.7313336133956909,,0.7787551283836365,0.7053658962249756,0.7296898365020752,0.9299474954605103,0.7170685529708862,0.9714289903640747,0.7340334057807922,0.7092252969741821
,,,,,,,,,,,,,1,,63,,,,1.0017306804656982,,,,,,,,
,,,,,,,,,,,,,,0.001,64,,,,,,,,,,,,
2.0,0.7525849342346191,0.9430665969848633,0.7313336133956909,1.0017306804656982,0.7787551283836365,0.7053658962249756,0.7296898365020752,0.9299474954605103,0.7170685529708862,0.8293198347091675,0.7340334057807922,0.7092252969741821,2,,95,0.9534711837768555,0.9966586828231812,0.948436975479126,,0.9541335105895996,0.9438906311988831,0.7503692507743835,0.9338594675064087,0.735934853553772,0.8293198347091675,0.7551047801971436,0.7224374413490295
,,,,,,,,,,,,,2,,95,,,,0.29402175545692444,,,,,,,,
,,,,,,,,,,,,,,0.001,96,,,,,,,,,,,,
3.0,0.9534711837768555,0.9966586828231812,0.948436975479126,0.29402175545692444,0.9541335105895996,0.9438906311988831,0.7503692507743835,0.9338594675064087,0.735934853553772,0.938898503780365,0.7551047801971436,0.7224374413490295,3,,127,0.9837518334388733,0.999719500541687,0.9842466711997986,,0.9832350015640259,0.9853695631027222,0.7223042845726013,0.9237776398658752,0.713645875453949,0.938898503780365,0.7309568524360657,0.7029420733451843
,,,,,,,,,,,,,3,,127,,,,0.09427810460329056,,,,,,,,
,,,,,,,,,,,,,,0.001,128,,,,,,,,,,,,
,,,,,,,,,,,,,4,,159,0.991875946521759,0.9999592900276184,0.9906296133995056,,0.9906082153320312,0.9906759262084961,0.6898079514503479,0.908176064491272,0.6822707056999207,1.0613396167755127,0.6999896168708801,0.6723848581314087
,,,,,,,,,,,,,4,,159,,,,0.047388166189193726,,,,,,,,
,,,,,,,,,,,,,,0.001,160,,,,,,,,,,,,
,,,,,,,,,,,,,5,,191,0.9985228776931763,0.9999993443489075,0.9977400302886963,,0.997672975063324,0.997826874256134,0.6646971702575684,0.9042078852653503,0.6598220467567444,1.1338169574737549,0.6681674122810364,0.6541410684585571
,,,,,,,,,,,,,5,,191,,,,0.01965983398258686,,,,,,,,
,,,,,,,,,,,,,,0.001,192,,,,,,,,,,,,
,,,,,,,,,,,,,6,,223,0.9970458149909973,0.9999967813491821,0.9969746470451355,,0.9983353614807129,0.9956538081169128,0.6750369071960449,0.9029191136360168,0.6717595458030701,1.1678861379623413,0.6811560988426208,0.6653009653091431
,,,,,,,,,,,,,6,,223,,,,0.01663891226053238,,,,,,,,
,,,,,,,,,,,,,,0.001,224,,,,,,,,,,,,
,,,,,,,,,,,,,7,,255,0.9992614388465881,1.0,0.9994844794273376,,0.9996782541275024,0.99929279088974,0.673559844493866,0.8998943567276001,0.6692892909049988,1.2087007761001587,0.6774819493293762,0.6634172797203064
,,,,,,,,,,,,,7,,255,,,,0.008721590973436832,,,,,,,,
,,,,,,,,,,,,,,0.001,256,,,,,,,,,,,,
,,,,,,,,,,,,,8,,287,1.0,1.0,1.0,,1.0,1.0,0.6676514148712158,0.899706244468689,0.6607905626296997,1.2292473316192627,0.6682330965995789,0.6549539566040039
,,,,,,,,,,,,,8,,287,,,,0.004966091364622116,,,,,,,,
,,,,,,,,,,,,,,0.001,288,,,,,,,,,,,,
,,,,,,,,,,,,,9,,319,0.9985228776931763,0.9999996423721313,0.998822808265686,,0.9993579387664795,0.9982993006706238,0.6602658629417419,0.8967918157577515,0.6566303372383118,1.276201844215393,0.6612803936004639,0.6549018621444702
,,,,,,,,,,,,,9,,319,,,,0.007310792803764343,,,,,,,,
,,,,,,,,,,,,,,0.001,320,,,,,,,,,,,,
,,,,,,,,,,,,,10,,351,1.0,1.0,1.0,,1.0,1.0,0.6543574333190918,0.8951161503791809,0.6480637788772583,1.2999968528747559,0.6605300307273865,0.6399219036102295
,,,,,,,,,,,,,10,,351,,,,0.0038465792313218117,,,,,,,,
,,,,,,,,,,,,,,0.001,352,,,,,,,,,,,,
,,,,,,,,,,,,,11,,383,1.0,1.0,1.0,,1.0,1.0,0.6528803706169128,0.8950610756874084,0.6470562815666199,1.3129241466522217,0.6591054201126099,0.6386464238166809
,,,,,,,,,,,,,11,,383,,,,0.00270224385894835,,,,,,,,
,,,,,,,,,,,,,,0.001,384,,,,,,,,,,,,
,,,,,,,,,,,,,12,,415,1.0,1.0,1.0,,1.0,1.0,0.645494818687439,0.8953582644462585,0.639711320400238,1.324396014213562,0.6502829194068909,0.6319900751113892
,,,,,,,,,,,,,12,,415,,,,0.0023368035908788443,,,,,,,,
,,,,,,,,,,,,,,0.001,416,,,,,,,,,,,,
,,,,,,,,,,,,,13,,447,1.0,1.0,1.0,,1.0,1.0,0.645494818687439,0.8949295878410339,0.6382936239242554,1.3406559228897095,0.646751344203949,0.6328827142715454
