best_epoch,best_epoch/train/accuracy,best_epoch/train/auroc,best_epoch/train/f1,best_epoch/train/loss,best_epoch/train/precision,best_epoch/train/recall,best_epoch/val/accuracy,best_epoch/val/auroc,best_epoch/val/f1,best_epoch/val/loss,best_epoch/val/precision,best_epoch/val/recall,epoch,lr-Adam,step,train/accuracy,train/auroc,train/f1,train/loss,train/precision,train/recall,val/accuracy,val/auroc,val/f1,val/loss,val/precision,val/recall
,,,,,,,,,,,,,,0.001,0,,,,,,,,,,,,
0.0,,,,,,,,,,1.3704818487167358,,,0,,31,0.21196454763412476,0.5451332330703735,0.16310203075408936,,0.18669986724853516,0.17077776789665222,0.7001476883888245,0.9332894682884216,0.6674371957778931,1.3704818487167358,0.8037956953048706,0.6408241987228394
,,,,,,,,,,,,,0,,31,,,,1.955963373184204,,,,,,,,
,,,,,,,,,,,,,,0.001,32,,,,,,,,,,,,
1.0,0.21196454763412476,0.5451332330703735,0.16310203075408936,1.955963373184204,0.18669986724853516,0.17077776789665222,0.7001476883888245,0.9332894682884216,0.6674371957778931,1.0173027515411377,0.8037956953048706,0.6408241987228394,1,,63,0.6816838979721069,0.9403284192085266,0.6428005695343018,,0.847241997718811,0.577744722366333,0.7858197689056396,0.9603245854377747,0.7755634784698486,1.0173027515411377,0.8403196930885315,0.7462153434753418
,,,,,,,,,,,,,1,,63,,,,1.276243805885315,,,,,,,,
,,,,,,,,,,,,,,0.001,64,,,,,,,,,,,,
2.0,0.6816838979721069,0.9403284192085266,0.6428005695343018,1.276243805885315,0.847241997718811,0.577744722366333,0.7858197689056396,0.9603245854377747,0.7755634784698486,0.7599888443946838,0.8403196930885315,0.7462153434753418,2,,95,0.8375184535980225,0.9785213470458984,0.8230686783790588,,0.8688703179359436,0.7912197113037109,0.8404726982116699,0.967553973197937,0.8361119031906128,0.7599888443946838,0.8440686464309692,0.8314259052276611
,,,,,,,,,,,,,2,,95,,,,0.8808922171592712,,,,,,,,
,,,,,,,,,,,,,,0.001,96,,,,,,,,,,,,
3.0,0.8375184535980225,0.9785213470458984,0.8230686783790588,0.8808922171592712,0.8688703179359436,0.7912197113037109,0.8404726982116699,0.967553973197937,0.8361119031906128,0.6354086399078369,0.8440686464309692,0.8314259052276611,3,,127,0.9017724990844727,0.9913838505744934,0.891838014125824,,0.8954248428344727,0.8912272453308105,0.8404726982116699,0.9649319052696228,0.8359618186950684,0.6354086399078369,0.8336088061332703,0.8415412902832031
,,,,,,,,,,,,,3,,127,,,,0.5481343269348145,,,,,,,,
,,,,,,,,,,,,,,0.001,128,,,,,,,,,,,,
,,,,,,,,,,,,,4,,159,0.9165436029434204,0.9941266179084778,0.9107816815376282,,0.9153159260749817,0.9079563617706299,0.8389955759048462,0.9633579254150391,0.8317703604698181,0.5863493084907532,0.830527663230896,0.8377988338470459
,,,,,,,,,,,,,4,,159,,,,0.39757856726646423,,,,,,,,
,,,,,,,,,,,,,,0.001,160,,,,,,,,,,,,
,,,,,,,,,,,,,5,,191,0.9364845156669617,0.9961930513381958,0.9349456429481506,,0.9375357031822205,0.9331510066986084,0.8316100239753723,0.9639204144477844,0.8232552409172058,0.5821802020072937,0.8187630772590637,0.8311255574226379
,,,,,,,,,,,,,5,,191,,,,0.2993767559528351,,,,,,,,
,,,,,,,,,,,,,,0.001,192,,,,,,,,,,,,
,,,,,,,,,,,,,6,,223,0.9313146471977234,0.9966201782226562,0.9264753460884094,,0.9222508072853088,0.9316198229789734,0.833087146282196,0.9599770903587341,0.8295679688453674,0.5824574828147888,0.8296577334403992,0.8328421115875244
,,,,,,,,,,,,,6,,223,,,,0.2568776607513428,,,,,,,,
,,,,,,,,,,,,,,0.001,224,,,,,,,,,,,,
,,,,,,,,,,,,,7,,255,0.9357459545135498,0.996942937374115,0.9287634491920471,,0.9364578723907471,0.9227704405784607,0.8375184535980225,0.9600045084953308,0.833748459815979,0.5838431715965271,0.830243706703186,0.8414894938468933
,,,,,,,,,,,,,7,,255,,,,0.21696871519088745,,,,,,,,
,,,,,,,,,,,,,,0.001,256,,,,,,,,,,,,
,,,,,,,,,,,,,8,,287,0.9512555599212646,0.9980573058128357,0.946404755115509,,0.9389690160751343,0.9551833868026733,0.8212702870368958,0.9590126276016235,0.8173910975456238,0.6100906729698181,0.8238280415534973,0.8167392611503601
,,,,,,,,,,,,,8,,287,,,,0.19246019423007965,,,,,,,,
,,,,,,,,,,,,,,0.001,288,,,,,,,,,,,,
,,,,,,,,,,,,,9,,319,0.9409158229827881,0.997015118598938,0.9381808042526245,,0.9415130615234375,0.935505747795105,0.8242245316505432,0.958884060382843,0.8144597411155701,0.6100183725357056,0.8131669163703918,0.8190577626228333
,,,,,,,,,,,,,9,,319,,,,0.19876810908317566,,,,,,,,
,,,,,,,,,,,,,,0.001,320,,,,,,,,,,,,
,,,,,,,,,,,,,10,,351,0.9512555599212646,0.9978649020195007,0.9477008581161499,,0.9458544850349426,0.9503703713417053,0.8286558389663696,0.960449755191803,0.8247684836387634,0.6226785182952881,0.8288747668266296,0.8244475722312927
,,,,,,,,,,,,,10,,351,,,,0.17406070232391357,,,,,,,,
,,,,,,,,,,,,,,0.001,352,,,,,,,,,,,,
,,,,,,,,,,,,,11,,383,0.9608567357063293,0.9988841414451599,0.9560520052909851,,0.958057165145874,0.9543240666389465,0.8257016539573669,0.9589098691940308,0.8181986808776855,0.6395887732505798,0.8159198760986328,0.8268998265266418
,,,,,,,,,,,,,11,,383,,,,0.1406741887331009,,,,,,,,
,,,,,,,,,,,,,,0.001,384,,,,,,,,,,,,
,,,,,,,,,,,,,12,,415,0.9586410522460938,0.9985392689704895,0.9579635262489319,,0.9578596353530884,0.9584055542945862,0.8212702870368958,0.9607757329940796,0.8206705451011658,0.62189781665802,0.8201544284820557,0.8236281871795654
,,,,,,,,,,,,,12,,415,,,,0.14472797513008118,,,,,,,,
,,,,,,,,,,,,,,0.001,416,,,,,,,,,,,,
,,,,,,,,,,,,,13,,447,0.949039876461029,0.9981321096420288,0.9483759999275208,,0.9461854696273804,0.9508621096611023,0.8242245316505432,0.9597641825675964,0.8182334303855896,0.6646648049354553,0.8159614205360413,0.8266544938087463
,,,,,,,,,,,,,13,,447,,,,0.150248721241951,,,,,,,,
,,,,,,,,,,,,,,0.001,448,,,,,,,,,,,,
,,,,,,,,,,,,,14,,479,0.95716392993927,0.9980030059814453,0.954006016254425,,0.955877423286438,0.952761173248291,0.8212702870368958,0.9599758386611938,0.8154773712158203,0.6558692455291748,0.8184197545051575,0.8152962327003479
,,,,,,,,,,,,,14,,479,,,,0.13560441136360168,,,,,,,,
,,,,,,,,,,,,,,0.001,480,,,,,,,,,,,,
,,,,,,,,,,,,,15,,511,0.9726735353469849,0.9991251230239868,0.9713773727416992,,0.9712101221084595,0.9720689058303833,0.8271787166595459,0.9582740068435669,0.8207182884216309,0.6709469556808472,0.819994330406189,0.8246861100196838
,,,,,,,,,,,,,15,,511,,,,0.11076810210943222,,,,,,,,
,,,,,,,,,,,,,,0.001,512,,,,,,,,,,,,
,,,,,,,,,,,,,16,,543,0.9645494818687439,0.9994719624519348,0.9625191688537598,,0.966997504234314,0.9588741064071655,0.8271787166595459,0.9556962847709656,0.8227037191390991,0.716273844242096,0.8180895447731018,0.8335817456245422
,,,,,,,,,,,,,16,,543,,,,0.09595160186290741,,,,,,,,
,,,,,,,,,,,,,,0.001,544,,,,,,,,,,,,
,,,,,,,,,,,,,17,,575,0.9675036668777466,0.9989579319953918,0.9642891883850098,,0.9613553285598755,0.967673659324646,0.8286558389663696,0.9567864537239075,0.8246502876281738,0.6885551810264587,0.8232161998748779,0.8294445872306824
,,,,,,,,,,,,,17,,575,,,,0.10629559308290482,,,,,,,,
,,,,,,,,,,,,,,0.001,576,,,,,,,,,,,,
,,,,,,,,,,,,,18,,607,0.9675036668777466,0.9994671940803528,0.9643386602401733,,0.9655876159667969,0.9639855027198792,0.8271787166595459,0.9574061036109924,0.82769775390625,0.708311140537262,0.8275109529495239,0.8306830525398254
,,,,,,,,,,,,,18,,607,,,,0.092219777405262,,,,,,,,
,,,,,,,,,,,,,,0.001,608,,,,,,,,,,,,
,,,,,,,,,,,,,19,,639,0.9711964726448059,0.9993314146995544,0.9670073390007019,,0.9669256210327148,0.9672707915306091,0.8138847947120667,0.9566063284873962,0.8056858777999878,0.7422299981117249,0.8035270571708679,0.8147380352020264
,,,,,,,,,,,,,19,,639,,,,0.08989226073026657,,,,,,,,
,,,,,,,,,,,,,,0.001,640,,,,,,,,,,,,
,,,,,,,,,,,,,20,,671,0.9675036668777466,0.9993147253990173,0.9638026356697083,,0.9617463946342468,0.9661014676094055,0.8212702870368958,0.956977367401123,0.819718062877655,0.7440892457962036,0.818690836429596,0.8239245414733887
,,,,,,,,,,,,,20,,671,,,,0.09378146380186081,,,,,,,,
,,,,,,,,,,,,,,0.001,672,,,,,,,,,,,,
,,,,,,,,,,,,,21,,703,0.970457911491394,0.999441921710968,0.9683899879455566,,0.968191385269165,0.9690384864807129,0.8168389797210693,0.9580399394035339,0.8112888932228088,0.7347072958946228,0.8057482242584229,0.8199305534362793
,,,,,,,,,,,,,21,,703,,,,0.08421307057142258,,,,,,,,
,,,,,,,,,,,,,,0.001,704,,,,,,,,,,,,
,,,,,,,,,,,,,22,,735,0.9748892188072205,0.9995404481887817,0.9748963117599487,,0.9751322269439697,0.9748796224594116,0.8124076724052429,0.9562965631484985,0.8095942735671997,0.761861264705658,0.8085187673568726,0.8142961263656616
,,,,,,,,,,,,,22,,735,,,,0.07732320576906204,,,,,,,,
,,,,,,,,,,,,,,0.001,736,,,,,,,,,,,,
,,,,,,,,,,,,,23,,767,0.9652880430221558,0.9992403984069824,0.9643216133117676,,0.9648052453994751,0.9642356038093567,0.8153619170188904,0.9542354941368103,0.8094160556793213,0.766887366771698,0.8073980808258057,0.8129066824913025
,,,,,,,,,,,,,23,,767,,,,0.09385236352682114,,,,,,,,
,,,,,,,,,,,,,,0.001,768,,,,,,,,,,,,
,,,,,,,,,,,,,24,,799,0.9697193503379822,0.9991694688796997,0.9689464569091797,,0.9703078269958496,0.9679639339447021,0.8094534873962402,0.9512223601341248,0.801978349685669,0.8140228390693665,0.8018660545349121,0.8094159960746765
,,,,,,,,,,,,,24,,799,,,,0.09118309617042542,,,,,,,,
,,,,,,,,,,,,,,0.001,800,,,,,,,,,,,,
,,,,,,,,,,,,,25,,831,0.9726735353469849,0.9991312026977539,0.9725291728973389,,0.9736146926879883,0.9715873003005981,0.8109305500984192,0.9540442228317261,0.8025362491607666,0.7743640542030334,0.7968822121620178,0.811136782169342
,,,,,,,,,,,,,25,,831,,,,0.08125278353691101,,,,,,,,
,,,,,,,,,,,,,,0.001,832,,,,,,,,,,,,
,,,,,,,,,,,,,26,,863,0.9837518334388733,0.9996162056922913,0.9835576415061951,,0.9823443293571472,0.9848920106887817,0.8035450577735901,0.9530062079429626,0.7919870615005493,0.8210663795471191,0.7938990592956543,0.7998061180114746
,,,,,,,,,,,,,26,,863,,,,0.06278212368488312,,,,,,,,
,,,,,,,,,,,,,,0.001,864,,,,,,,,,,,,
,,,,,,,,,,,,,27,,895,0.9763663411140442,0.9993157386779785,0.974492073059082,,0.9752117991447449,0.973913311958313,0.8079763650894165,0.9549948573112488,0.8041078448295593,0.784460723400116,0.8032485246658325,0.8070273399353027
,,,,,,,,,,,,,27,,895,,,,0.07556737959384918,,,,,,,,
,,,,,,,,,,,,,,0.001,896,,,,,,,,,,,,
,,,,,,,,,,,,,28,,927,0.9807976484298706,0.9994820356369019,0.9786272048950195,,0.9794380068778992,0.9779282808303833,0.8138847947120667,0.9539626240730286,0.8057698607444763,0.8085367679595947,0.8010426759719849,0.8149170279502869
,,,,,,,,,,,,,28,,927,,,,0.07033108919858932,,,,,,,,
,,,,,,,,,,,,,,0.001,928,,,,,,,,,,,,
,,,,,,,,,,,,,29,,959,0.978581964969635,0.9996732473373413,0.9781193137168884,,0.976342499256134,0.9800037145614624,0.8124076724052429,0.9543864130973816,0.8048483729362488,0.7998633980751038,0.801358699798584,0.8137000799179077
,,,,,,,,,,,,,29,,959,,,,0.06174444034695625,,,,,,,,
,,,,,,,,,,,,,,0.001,960,,,,,,,,,,,,
