epoch,observed_count_all,total_count_all,realized_coverage_all,new_count_all,observed_count_rank0,total_count_rank0,realized_coverage_rank0,new_count_rank0,observed_count_rank1,total_count_rank1,realized_coverage_rank1,new_count_rank1,observed_count_rank2,total_count_rank2,realized_coverage_rank2,new_count_rank2,observed_count_rank1_2,total_count_rank1_2,realized_coverage_rank1_2,new_count_rank1_2
0,0,9632,0.0,0,0,2708,0.0,0,0,5278,0.0,0,0,1646,0.0,0,0,6924,0.0,0
1,7640,9632,0.7931893687707641,7640,2708,2708,1.0,2708,4002,5278,0.7582417582417582,4002,930,1646,0.5650060753341434,930,4932,6924,0.7123050259965338,4932
2,7692,9632,0.7985880398671097,52,2708,2708,1.0,0,4024,5278,0.7624100037893141,22,960,1646,0.583232077764277,30,4984,6924,0.7198151357596765,52
3,7708,9632,0.800249169435216,16,2708,2708,1.0,0,4035,5278,0.7644941265630921,11,965,1646,0.586269744835966,5,5000,6924,0.7221259387637204,16
4,7769,9632,0.8065822259136213,61,2708,2708,1.0,0,4062,5278,0.7696097006441834,27,999,1646,0.6069258809234508,34,5061,6924,0.7309358752166378,61
5,7792,9632,0.8089700996677741,23,2708,2708,1.0,0,4080,5278,0.7730200833649109,18,1004,1646,0.6099635479951397,5,5084,6924,0.7342576545349508,23
6,7804,9632,0.8102159468438538,12,2708,2708,1.0,0,4092,5278,0.775293671845396,12,1004,1646,0.6099635479951397,0,5096,6924,0.7359907567879839,12
7,7846,9632,0.8145764119601329,42,2708,2708,1.0,0,4121,5278,0.7807881773399015,29,1017,1646,0.6178614823815309,13,5138,6924,0.7420566146735991,42
8,7864,9632,0.8164451827242525,18,2708,2708,1.0,0,4135,5278,0.7834406972338007,14,1021,1646,0.6202916160388822,4,5156,6924,0.7446562680531484,18
9,7882,9632,0.8183139534883721,18,2708,2708,1.0,0,4148,5278,0.7859037514209928,13,1026,1646,0.6233292831105711,5,5174,6924,0.7472559214326978,18
10,7891,9632,0.8192483388704319,9,2708,2708,1.0,0,4154,5278,0.7870405456612353,6,1029,1646,0.6251518833535844,3,5183,6924,0.7485557481224726,9
11,7893,9632,0.8194559800664452,2,2708,2708,1.0,0,4155,5278,0.7872300113679424,1,1030,1646,0.6257594167679222,1,5185,6924,0.748844598497978,2
12,7910,9632,0.8212209302325582,17,2708,2708,1.0,0,4169,5278,0.7898825312618416,14,1033,1646,0.6275820170109356,3,5202,6924,0.7512998266897747,17
13,7927,9632,0.822985880398671,17,2708,2708,1.0,0,4181,5278,0.7921561197423267,12,1038,1646,0.6306196840826246,5,5219,6924,0.7537550548815714,17
14,7942,9632,0.8245431893687708,15,2708,2708,1.0,0,4193,5278,0.7944297082228117,12,1041,1646,0.6324422843256379,3,5234,6924,0.7559214326978625,15
15,7958,9632,0.8262043189368771,16,2708,2708,1.0,0,4205,5278,0.7967032967032966,12,1045,1646,0.6348724179829891,4,5250,6924,0.7582322357019065,16
16,7972,9632,0.8276578073089701,14,2708,2708,1.0,0,4215,5278,0.7985979537703676,10,1049,1646,0.6373025516403402,4,5264,6924,0.7602541883304448,14
17,7986,9632,0.8291112956810631,14,2708,2708,1.0,0,4225,5278,0.8004926108374384,10,1053,1646,0.6397326852976913,4,5278,6924,0.7622761409589832,14
18,8009,9632,0.831499169435216,23,2708,2708,1.0,0,4243,5278,0.803902993558166,18,1058,1646,0.6427703523693803,5,5301,6924,0.7655979202772963,23
19,8025,9632,0.8331602990033222,16,2708,2708,1.0,0,4258,5278,0.8067449791587723,15,1059,1646,0.6433778857837181,1,5317,6924,0.7679087232813403,16
20,8080,9632,0.8388704318936877,55,2708,2708,1.0,0,4294,5278,0.8135657446002273,36,1078,1646,0.6549210206561361,19,5372,6924,0.7758521086077412,55
21,8131,9632,0.8441652823920266,51,2708,2708,1.0,0,4336,5278,0.821523304281925,42,1087,1646,0.6603888213851762,9,5423,6924,0.7832177931831311,51
22,8162,9632,0.8473837209302325,31,2708,2708,1.0,0,4360,5278,0.8260704812428951,24,1094,1646,0.6646415552855407,7,5454,6924,0.7876949740034662,31
23,8169,9632,0.8481104651162791,7,2708,2708,1.0,0,4366,5278,0.8272072754831375,6,1095,1646,0.6652490886998785,1,5461,6924,0.7887059503177354,7
24,8175,9632,0.8487333887043189,6,2708,2708,1.0,0,4372,5278,0.82834406972338,6,1095,1646,0.6652490886998785,0,5467,6924,0.7895725014442518,6
25,8180,9632,0.8492524916943521,5,2708,2708,1.0,0,4376,5278,0.8291019325502084,4,1096,1646,0.6658566221142163,1,5472,6924,0.7902946273830156,5
26,8198,9632,0.8511212624584718,18,2708,2708,1.0,0,4391,5278,0.8319439181508147,15,1099,1646,0.6676792223572297,3,5490,6924,0.792894280762565,18
27,8203,9632,0.851640365448505,5,2708,2708,1.0,0,4396,5278,0.8328912466843501,5,1099,1646,0.6676792223572297,0,5495,6924,0.7936164067013287,5
28,8211,9632,0.8524709302325582,8,2708,2708,1.0,0,4401,5278,0.8338385752178855,5,1102,1646,0.669501822600243,3,5503,6924,0.7947718082033507,8
29,8216,9632,0.8529900332225914,5,2708,2708,1.0,0,4404,5278,0.8344069723380069,3,1104,1646,0.6707168894289186,2,5508,6924,0.7954939341421143,5
30,8240,9632,0.8554817275747508,24,2708,2708,1.0,0,4423,5278,0.8380068207654414,19,1109,1646,0.6737545565006076,5,5532,6924,0.7989601386481803,24
31,8247,9632,0.8562084717607974,7,2708,2708,1.0,0,4430,5278,0.8393330807123911,7,1109,1646,0.6737545565006076,0,5539,6924,0.7999711149624494,7
32,8277,9632,0.8593230897009967,30,2708,2708,1.0,0,4456,5278,0.8442591890867753,26,1113,1646,0.6761846901579587,4,5569,6924,0.8043038705950317,30
33,8294,9632,0.8610880398671097,17,2708,2708,1.0,0,4471,5278,0.8471011746873816,15,1115,1646,0.6773997569866342,2,5586,6924,0.8067590987868284,17
34,8316,9632,0.8633720930232558,22,2708,2708,1.0,0,4484,5278,0.8495642288745737,13,1124,1646,0.6828675577156743,9,5608,6924,0.8099364529173888,22
35,8332,9632,0.8650332225913622,16,2708,2708,1.0,0,4495,5278,0.8516483516483516,11,1129,1646,0.6859052247873633,5,5624,6924,0.8122472559214327,16
36,8352,9632,0.867109634551495,20,2708,2708,1.0,0,4510,5278,0.854490337248958,15,1134,1646,0.6889428918590522,5,5644,6924,0.8151357596764875,20
37,8368,9632,0.8687707641196013,16,2708,2708,1.0,0,4525,5278,0.8573323228495642,15,1135,1646,0.68955042527339,1,5660,6924,0.8174465626805315,16
38,8400,9632,0.872093023255814,32,2708,2708,1.0,0,4543,5278,0.8607427055702918,18,1149,1646,0.6980558930741191,14,5692,6924,0.8220681686886193,32
39,8410,9632,0.8731312292358804,10,2708,2708,1.0,0,4549,5278,0.8618794998105342,6,1153,1646,0.7004860267314702,4,5702,6924,0.8235124205661467,10
40,8438,9632,0.8760382059800664,28,2708,2708,1.0,0,4572,5278,0.8662372110647972,23,1158,1646,0.7035236938031592,5,5730,6924,0.8275563258232236,28
41,8453,9632,0.8775955149501661,15,2708,2708,1.0,0,4584,5278,0.8685107995452823,12,1161,1646,0.7053462940461726,3,5745,6924,0.8297227036395147,15
42,8503,9632,0.8827865448504983,50,2708,2708,1.0,0,4616,5278,0.874573702159909,32,1179,1646,0.7162818955042527,18,5795,6924,0.8369439630271519,50
43,8517,9632,0.8842400332225914,14,2708,2708,1.0,0,4625,5278,0.8762788935202729,9,1184,1646,0.7193195625759417,5,5809,6924,0.8389659156556903,14
