epoch,expected_coverage_all,observable_ceiling_all,entropy_bits_all,entropy_nats_all,normalized_entropy_bits_all,normalized_entropy_nats_all,expected_coverage_rank0,observable_ceiling_rank0,entropy_bits_rank0,entropy_nats_rank0,normalized_entropy_bits_rank0,normalized_entropy_nats_rank0,expected_coverage_rank1,observable_ceiling_rank1,entropy_bits_rank1,entropy_nats_rank1,normalized_entropy_bits_rank1,normalized_entropy_nats_rank1,expected_coverage_rank2,observable_ceiling_rank2,entropy_bits_rank2,entropy_nats_rank2,normalized_entropy_bits_rank2,normalized_entropy_nats_rank2,expected_coverage_rank1_2,observable_ceiling_rank1_2,entropy_bits_rank1_2,entropy_nats_rank1_2,normalized_entropy_bits_rank1_2,normalized_entropy_nats_rank1_2
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.9107043815862582,1.0,1651.2599505034254,1144.5661790630043,0.171720044769491,0.11902726487760028,1.0,1.0,0.0,0.0,0.0,0.0,0.8760473243231972,1.0,1287.7659020849078,892.6113042513884,0.24398747671180518,0.16911923157472308,0.8745739604635246,1.0,363.49404841851907,251.95487481161672,0.223002483692343,0.1545735428292127,0.8756996718780302,1.0,1651.2599505034254,1144.5661790630043,0.23903589324021793,0.16568705545208515
2,0.953536748402423,1.0,1378.496935956286,955.5012645686231,0.14335450665102809,0.09936577210572203,1.0,1.0,0.0,0.0,0.0,0.0,0.937039910767315,1.0,1060.9417712694226,735.3887974936746,0.20101208246862876,0.13933095822161323,0.9297624071214495,1.0,317.55516468684186,220.11246707493353,0.19481911943978028,0.13503832335885493,0.9353227233117686,1.0,1378.496935956286,955.5012645686231,0.1995508013833651,0.13831807535735713
3,0.9755563824217323,1.0,955.4383874208726,662.2594244395185,0.0993592333008395,0.06887057242507472,1.0,1.0,0.0,0.0,0.0,0.0,0.9680202721358045,1.0,721.6710390680333,500.2242460217734,0.136731913427062,0.09477534028453456,0.9593491883648546,1.0,233.76734835284208,162.03517841774706,0.14341555113671292,0.09940808491886323,0.9659742578702283,1.0,955.4383874208726,662.2594244395185,0.13830897328038108,0.09586847487543695
4,0.9869417288635283,1.0,618.2758830520454,428.55618514573575,0.06429657685649391,0.04456699096773458,1.0,1.0,0.0,0.0,0.0,0.0,0.9837563287038782,1.0,454.621925856034,315.11990612784246,0.08613526446684995,0.059704415711982275,0.9755618170875084,1.0,163.6539571960154,113.43627901789604,0.10040120073375178,0.06959280921343315,0.9818227655981017,1.0,618.2758830520454,428.55618514573575,0.0895014306676383,0.06203766432335492
5,0.9928777299250016,1.0,387.9497980911789,268.9063087457007,0.04034419697287634,0.027964466383704315,1.0,1.0,0.0,0.0,0.0,0.0,0.9917492463257767,1.0,274.5418597437284,190.2979160270493,0.0520162674770232,0.036054929144950607,0.9846992201543503,1.0,113.40793834744176,78.60839271864535,0.06957542229904402,0.048226007802849906,0.9900857340704883,1.0,387.9497980911789,268.9063087457007,0.05615949595992746,0.03892679628629136
6,0.9960093885834603,1.0,240.63933784791308,166.79847856109308,0.02502488954325219,0.017345931630729314,1.0,1.0,0.0,0.0,0.0,0.0,0.9958091409908721,1.0,161.33668803635527,111.8300704332791,0.030567769616588723,0.021187963325744432,0.9900279966065838,1.0,79.30264981155855,54.968408127814484,0.048651932399729175,0.03372294977166533,0.9944450319366588,1.0,240.63933784791308,166.79847856109308,0.03483487809031747,0.024145697533452963
7,0.9976888700669844,1.0,149.51178401980528,103.6336715538155,0.015548230451310865,0.01077721210002241,1.0,1.0,0.0,0.0,0.0,0.0,0.9978713097096403,1.0,92.99783961250924,64.46119032557678,0.017619901404416303,0.012213184980215381,0.9932585287830866,1.0,56.51394440729705,39.17248122823944,0.034671131538219054,0.024032197072539535,0.9967828857214687,1.0,149.51178401980528,103.6336715538155,0.021643280836682873,0.015001979090013825
8,0.9986095954329379,1.0,94.03783276426533,65.18205864651816,0.009779308731724765,0.006778500275220274,1.0,1.0,0.0,0.0,0.0,0.0,0.9989187604874411,1.0,52.831868837830164,36.62026092865481,0.010009827366015567,0.006938283616645473,0.9952985594051551,1.0,41.20596392643705,28.561797717864653,0.02527973247020678,0.01752257528703353,0.9980645439610619,1.0,94.03783276426532,65.18205864651816,0.013612888356147266,0.009435735183340788
9,0.9991288124361543,1.0,60.40536136045981,41.869805917707374,0.006281755549132675,0.004354181147848105,1.0,1.0,0.0,0.0,0.0,0.0,0.9994507989777629,1.0,29.67262854903962,20.56749881856935,0.005621945537900647,0.003896835698857399,0.9966388609703172,1.0,30.73273281141997,21.302307099137874,0.018854437307619615,0.013068900060820782,0.998787298839934,1.0,60.40536136045981,41.869805917707374,0.008744261922475363,0.0060610604976414845
