epoch,expected_coverage_all,observable_ceiling_all,entropy_bits_all,entropy_nats_all,normalized_entropy_bits_all,normalized_entropy_nats_all,expected_coverage_rank0,observable_ceiling_rank0,entropy_bits_rank0,entropy_nats_rank0,normalized_entropy_bits_rank0,normalized_entropy_nats_rank0,expected_coverage_rank1,observable_ceiling_rank1,entropy_bits_rank1,entropy_nats_rank1,normalized_entropy_bits_rank1,normalized_entropy_nats_rank1,expected_coverage_rank2,observable_ceiling_rank2,entropy_bits_rank2,entropy_nats_rank2,normalized_entropy_bits_rank2,normalized_entropy_nats_rank2,expected_coverage_rank1_2,observable_ceiling_rank1_2,entropy_bits_rank1_2,entropy_nats_rank1_2,normalized_entropy_bits_rank1_2,normalized_entropy_nats_rank1_2
0,0.0,0.871533766549253,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8707501905607145,0.0,0.0,0.0,0.0,0.0,0.8712691278986621,0.0,0.0,0.0,0.0
1,0.09906119501241108,0.871533766549253,71028.52251161133,49233.220118262,0.06186862509220936,0.042884063047785206,1.0,1.0,0.0,0.0,0.0,0.0,0.7675887331060004,1.0,355.73971081055106,246.57997756154376,0.06740047571249547,0.0467184497085153,0.0945028371264014,0.8707501905607145,70672.78280078444,48986.640140689124,0.06198997147607374,0.04296817395163194,0.09720527362969276,0.8712691278986621,71028.52251161133,49233.220118262,0.06201490423995136,0.04298545602661728
2,0.10746315780680775,0.871533766549253,116411.98486147978,80690.63909012174,0.10139939833969464,0.07028470706963413,1.0,1.0,0.0,0.0,0.0,0.0,0.7786559362914284,1.0,574.8447939311177,398.452048172917,0.10891337512904845,0.0754929988959676,0.10291143355426063,0.8707501905607145,115837.14006755305,80292.18704195187,0.10160546569814524,0.07042754207814961,0.10562454435036284,0.8712691278986621,116411.98486147978,80690.63909012174,0.10163914211206027,0.07045088478950617
3,0.1154915880215748,0.871533766549253,151592.42395540638,105075.86125893785,0.1320429387079409,0.0915251906782589,1.0,1.0,0.0,0.0,0.0,0.0,0.7891961298013308,1.0,739.440243854343,512.5409202201962,0.1400985683695231,0.09710892766581966,0.11094634352259738,0.8707501905607145,150852.98371152865,104563.32033870144,0.13231928596498513,0.09171674000033457,0.11366951301952112,0.8712691278986621,151592.42395540638,105075.86125893785,0.132355134566678,0.09174158835752501
4,0.12316423255694853,0.871533766549253,180081.32579211742,124822.86324430315,0.15685788803672773,0.10872560284124541,1.0,1.0,0.0,0.0,0.0,0.0,0.7992344093345809,1.0,868.2784166691855,601.8447364552993,0.16450898383273693,0.11402893832044322,0.11862532101284376,0.8707501905607145,179213.04737547916,124221.01850786929,0.15719505097544986,0.10895930638160994,0.1213579630956938,0.8712691278986621,180081.32579211742,124822.86324430315,0.15722875514658227,0.1089826683328035
5,0.13049799327673273,0.871533766549253,203629.46997182828,141145.1929898888,0.17736924393088502,0.12294299134874213,1.0,1.0,0.0,0.0,0.0,0.0,0.8087946755567503,1.0,970.7351474708537,672.862330539865,0.18392102074097266,0.12748433697231243,0.12596527463353235,0.8707501905607145,202658.73482440168,140472.33065937963,0.17776021678040405,0.12321399307706174,0.12870683126036073,0.8712691278986621,203629.46997182828,141145.1929898888,0.17778860708626762,0.1232336717375263
6,0.13750896725664882,0.871533766549253,223312.04707875228,154788.11581770692,0.19451353950141045,0.13482651148613822,1.0,1.0,0.0,0.0,0.0,0.0,0.8178996910064442,1.0,1052.581496160716,729.5938963733691,0.199428097036892,0.13823302318555686,0.13298230788404383,0.8707501905607145,222259.46558260967,154058.52192134608,0.1949528147291299,0.13513099387172176,0.13573224774896078,0.8712691278986621,223312.04707875228,154788.11581770692,0.1949734377897616,0.13514528868805314
7,0.14421248510942042,0.871533766549253,239865.42095803816,166262.04025088856,0.20893217649869966,0.14482074906832654,1.0,1.0,0.0,0.0,0.0,0.0,0.8265711342918414,1.0,1117.7772761198407,774.7841674364431,0.21178046156116725,0.14679502982880696,0.139691757495407,0.8707501905607145,238747.64368190907,165487.2560834457,0.20941526617877976,0.14515560131803165,0.1424495747550946,0.8712691278986621,239865.42095803816,166262.04025088856,0.20942616550635193,0.1451631561562083
8,0.15062314748019007,0.871533766549253,253829.02417181377,175940.87244897493,0.22109502181240062,0.1532513910051051,1.0,1.0,0.0,0.0,0.0,0.0,0.8348296517065337,1.0,1169.2276925709004,810.4468785381301,0.22152855107444117,0.15355189059077873,0.1461082299399992,0.8707501905607145,252659.79647922594,175130.42557042505,0.2216181810902735,0.15361401738354646,0.14887344300101363,0.8712691278986621,253829.02417181377,175940.87244897493,0.2216177680559532,0.15361373108997187
9,0.1567548598053181,0.871533766549253,265616.38801715884,184111.2504646101,0.2313622773991109,0.16036811026712167,1.0,1.0,0.0,0.0,0.0,0.0,0.842694906387169,1.0,1209.1625655461226,838.1276231469249,0.22909484000494934,0.1587964424302624,0.15224563620421722,0.8707501905607145,264407.2254516606,183273.12284149634,0.23192232871342813,0.16075630825660955,0.1550177865680408,0.8712691278986621,265616.38801715884,184111.2504646101,0.23190929903903174,0.16074727677453807
