epoch,observed_count_all,total_count_all,realized_coverage_all,new_count_all,observed_count_rank0,total_count_rank0,realized_coverage_rank0,new_count_rank0,observed_count_rank1,total_count_rank1,realized_coverage_rank1,new_count_rank1,observed_count_rank2,total_count_rank2,realized_coverage_rank2,new_count_rank2,observed_count_rank1_2,total_count_rank1_2,realized_coverage_rank1_2,new_count_rank1_2
0,0,5298,0.0,0,0,2708,0.0,0,0,2590,0.0,0,0,0,0.0,0,0,2590,0.0,0
1,4205,5298,0.7936957342393356,4205,2708,2708,1.0,2708,1497,2590,0.577992277992278,1497,0,0,0.0,0,1497,2590,0.577992277992278,1497
2,4280,5298,0.807852019630049,75,2708,2708,1.0,0,1572,2590,0.6069498069498069,75,0,0,0.0,0,1572,2590,0.6069498069498069,75
3,4349,5298,0.8208758021895055,69,2708,2708,1.0,0,1641,2590,0.6335907335907336,69,0,0,0.0,0,1641,2590,0.6335907335907336,69
4,4413,5298,0.8329558323895809,64,2708,2708,1.0,0,1705,2590,0.6583011583011583,64,0,0,0.0,0,1705,2590,0.6583011583011583,64
5,4473,5298,0.8442808607021518,60,2708,2708,1.0,0,1765,2590,0.6814671814671814,60,0,0,0.0,0,1765,2590,0.6814671814671814,60
6,4498,5298,0.8489996224990563,25,2708,2708,1.0,0,1790,2590,0.6911196911196911,25,0,0,0.0,0,1790,2590,0.6911196911196911,25
7,4557,5298,0.8601359003397508,59,2708,2708,1.0,0,1849,2590,0.7138996138996139,59,0,0,0.0,0,1849,2590,0.7138996138996139,59
8,4587,5298,0.8657984144960362,30,2708,2708,1.0,0,1879,2590,0.7254826254826254,30,0,0,0.0,0,1879,2590,0.7254826254826254,30
9,4643,5298,0.8763684409211023,56,2708,2708,1.0,0,1935,2590,0.747104247104247,56,0,0,0.0,0,1935,2590,0.747104247104247,56
10,4685,5298,0.8842959607399018,42,2708,2708,1.0,0,1977,2590,0.7633204633204633,42,0,0,0.0,0,1977,2590,0.7633204633204633,42
11,4705,5298,0.8880709701774254,20,2708,2708,1.0,0,1997,2590,0.771042471042471,20,0,0,0.0,0,1997,2590,0.771042471042471,20
12,4724,5298,0.8916572291430729,19,2708,2708,1.0,0,2016,2590,0.7783783783783784,19,0,0,0.0,0,2016,2590,0.7783783783783784,19
13,4750,5298,0.8965647414118535,26,2708,2708,1.0,0,2042,2590,0.7884169884169884,26,0,0,0.0,0,2042,2590,0.7884169884169884,26
14,4767,5298,0.8997734994337486,17,2708,2708,1.0,0,2059,2590,0.794980694980695,17,0,0,0.0,0,2059,2590,0.794980694980695,17
15,4793,5298,0.9046810117025292,26,2708,2708,1.0,0,2085,2590,0.805019305019305,26,0,0,0.0,0,2085,2590,0.805019305019305,26
16,4819,5298,0.90958852397131,26,2708,2708,1.0,0,2111,2590,0.815057915057915,26,0,0,0.0,0,2111,2590,0.815057915057915,26
17,4833,5298,0.9122310305775765,14,2708,2708,1.0,0,2125,2590,0.8204633204633205,14,0,0,0.0,0,2125,2590,0.8204633204633205,14
18,4853,5298,0.9160060400151,20,2708,2708,1.0,0,2145,2590,0.8281853281853282,20,0,0,0.0,0,2145,2590,0.8281853281853282,20
19,4863,5298,0.9178935447338619,10,2708,2708,1.0,0,2155,2590,0.832046332046332,10,0,0,0.0,0,2155,2590,0.832046332046332,10
20,4875,5298,0.920158550396376,12,2708,2708,1.0,0,2167,2590,0.8366795366795367,12,0,0,0.0,0,2167,2590,0.8366795366795367,12
21,4880,5298,0.9211023027557569,5,2708,2708,1.0,0,2172,2590,0.8386100386100386,5,0,0,0.0,0,2172,2590,0.8386100386100386,5
22,4892,5298,0.9233673084182711,12,2708,2708,1.0,0,2184,2590,0.8432432432432433,12,0,0,0.0,0,2184,2590,0.8432432432432433,12
23,4893,5298,0.9235560588901472,1,2708,2708,1.0,0,2185,2590,0.8436293436293436,1,0,0,0.0,0,2185,2590,0.8436293436293436,1
24,4893,5298,0.9235560588901472,0,2708,2708,1.0,0,2185,2590,0.8436293436293436,0,0,0,0.0,0,2185,2590,0.8436293436293436,0
25,4897,5298,0.9243110607776519,4,2708,2708,1.0,0,2189,2590,0.8451737451737452,4,0,0,0.0,0,2189,2590,0.8451737451737452,4
26,4905,5298,0.9258210645526613,8,2708,2708,1.0,0,2197,2590,0.8482625482625482,8,0,0,0.0,0,2197,2590,0.8482625482625482,8
27,4915,5298,0.9277085692714232,10,2708,2708,1.0,0,2207,2590,0.8521235521235522,10,0,0,0.0,0,2207,2590,0.8521235521235522,10
28,4918,5298,0.9282748206870517,3,2708,2708,1.0,0,2210,2590,0.8532818532818532,3,0,0,0.0,0,2210,2590,0.8532818532818532,3
29,4930,5298,0.9305398263495659,12,2708,2708,1.0,0,2222,2590,0.857915057915058,12,0,0,0.0,0,2222,2590,0.857915057915058,12
30,4934,5298,0.9312948282370705,4,2708,2708,1.0,0,2226,2590,0.8594594594594595,4,0,0,0.0,0,2226,2590,0.8594594594594595,4
31,4942,5298,0.93280483201208,8,2708,2708,1.0,0,2234,2590,0.8625482625482626,8,0,0,0.0,0,2234,2590,0.8625482625482626,8
32,4955,5298,0.9352585881464703,13,2708,2708,1.0,0,2247,2590,0.8675675675675676,13,0,0,0.0,0,2247,2590,0.8675675675675676,13
33,4955,5298,0.9352585881464703,0,2708,2708,1.0,0,2247,2590,0.8675675675675676,0,0,0,0.0,0,2247,2590,0.8675675675675676,0
34,4959,5298,0.9360135900339751,4,2708,2708,1.0,0,2251,2590,0.8691119691119691,4,0,0,0.0,0,2251,2590,0.8691119691119691,4
