epoch,expected_coverage_all,observable_ceiling_all,entropy_bits_all,entropy_nats_all,normalized_entropy_bits_all,normalized_entropy_nats_all,expected_coverage_rank0,observable_ceiling_rank0,entropy_bits_rank0,entropy_nats_rank0,normalized_entropy_bits_rank0,normalized_entropy_nats_rank0,expected_coverage_rank1,observable_ceiling_rank1,entropy_bits_rank1,entropy_nats_rank1,normalized_entropy_bits_rank1,normalized_entropy_nats_rank1,expected_coverage_rank2,observable_ceiling_rank2,entropy_bits_rank2,entropy_nats_rank2,normalized_entropy_bits_rank2,normalized_entropy_nats_rank2,expected_coverage_rank1_2,observable_ceiling_rank1_2,entropy_bits_rank1_2,entropy_nats_rank1_2,normalized_entropy_bits_rank1_2,normalized_entropy_nats_rank1_2
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.2961683715045118,1.0,817418.6300562278,566591.4187606473,0.6205352165494259,0.43012223578938974,1.0,1.0,0.0,0.0,0.0,0.0,0.8760473243231954,1.0,1287.7659020849078,892.6113042513884,0.24398747671180518,0.16911923157472308,0.29237504688594207,1.0,816130.8641541171,565698.807456378,0.6233365952598248,0.43206400354418334,0.29471848815842044,1.0,817418.6300562278,566591.4187606473,0.6218135104476802,0.4310082816008916
2,0.4359015853744721,1.0,971390.4217087353,673316.5320303461,0.7374213695711885,0.5111415432029228,1.0,1.0,0.0,0.0,0.0,0.0,0.9370399107673144,1.0,1060.9417712694226,735.3887974936746,0.20101208246862876,0.13933095822161323,0.4327146872537825,1.0,970329.4799374529,672581.1432328435,0.7411089334690703,0.5136975677218741,0.43473955050173124,1.0,971390.4217087353,673316.5320303461,0.7389404473157312,0.5121944876586038
3,0.5354013273475445,1.0,978623.7317079995,678330.2804624522,0.7429124648578886,0.5149476804190849,1.0,1.0,0.0,0.0,0.0,0.0,0.9680202721358032,1.0,721.6710390680333,500.2242460217734,0.136731913427062,0.09477534028453456,0.5326964375393876,1.0,977902.0606689095,677830.0562164151,0.7468926464712352,0.5177065320824926,0.5344442605564849,1.0,978623.7317079995,678330.2804624522,0.7444428541821974,0.5160084654643886
4,0.6092515301257316,1.0,937072.7123503876,649529.3085453318,0.7113694221049341,0.49308370926859274,1.0,1.0,0.0,0.0,0.0,0.0,0.9837563287038784,1.0,454.621925856034,315.11990612784246,0.08613526446684995,0.059704415711982275,0.6069336525647813,1.0,936618.0904245113,649214.1886391899,0.7153611720702236,0.49585057950253336,0.6084465937233039,1.0,937072.7123503876,649529.3085453318,0.7128348332007586,0.4940994548380247
5,0.6659522060286869,1.0,879527.6032292868,609642.0784030264,0.667684625310706,0.4628037155373394,1.0,1.0,0.0,0.0,0.0,0.0,0.991749246325777,1.0,274.5418597437284,190.2979160270493,0.0520162674770232,0.036054929144950607,0.6639479516712214,1.0,879253.0613695504,609451.7804870044,0.6715474609748081,0.4654812291868781,0.6652640722284494,1.0,879527.6032292868,609642.0784030264,0.6690600463339299,0.4637570847416699
6,0.7106685615833999,1.0,818392.5210746981,567266.4685742726,0.6212745362221381,0.4306346931360626,1.0,1.0,0.0,0.0,0.0,0.0,0.995809140990872,1.0,161.33668803635527,111.8300704332791,0.030567769616588723,0.021187963325744432,0.7089206871461612,1.0,818231.1843866749,567154.6385038485,0.6249407576806087,0.4331759242033099,0.7100725428523962,1.0,818392.5210746981,567266.4685742726,0.6225543531086148,0.431521794602557
7,0.7466839130619284,1.0,758643.7761622374,525851.794496205,0.5759168712515467,0.3991951555449146,1.0,1.0,0.0,0.0,0.0,0.0,0.9978713097096404,1.0,92.99783961250924,64.46119032557678,0.017619901404416303,0.012213184980215381,0.7451474002214442,1.0,758550.7783226387,525787.333305889,0.5793586301645305,0.4015808010316163,0.7461620854530591,1.0,758643.7761622374,525851.794496205,0.5771032519802928,0.40001749200211556
8,0.776180941333241,1.0,702312.1631368196,486805.69575124286,0.5331532879394052,0.36955369834146334,1.0,1.0,0.0,0.0,0.0,0.0,0.9989187604874411,1.0,52.831868837830164,36.62026092865481,0.010009827366015567,0.006938283616645473,0.7748201222809629,1.0,702259.3312679903,486769.0754903201,0.5363648892212065,0.37177981071502664,0.7757198771915798,1.0,702312.1631368196,486805.69575124286,0.5342515762824855,0.3703149738099114
9,0.8006716506509746,1.0,650171.3550068663,450664.44160384865,0.4935711124490361,0.3421174249998851,1.0,1.0,0.0,0.0,0.0,0.0,0.9994507989777629,1.0,29.67262854903962,20.56749881856935,0.005621945537900647,0.003896835698857399,0.799458067212439,1.0,650141.6823783169,450643.8741050298,0.49655897176517794,0.34418845126077857,0.8002610370292785,1.0,650171.3550068663,450664.44160384865,0.4945878620622273,0.342822182127604
10,0.8212411511174312,1.0,602415.8462454363,417562.8453496577,0.45731799332369455,0.31698867769165073,1.0,1.0,0.0,0.0,0.0,0.0,0.999721040750618,1.0,16.511883886976968,11.445165761991275,0.0031284357497114376,0.0021684664194754214,0.820151941344848,1.0,602399.3343615519,417551.40018389747,0.4600947795999614,0.3189133992700627,0.8208729103799974,1.0,602415.8462454363,417562.8453496577,0.45826006201671443,0.3176416699501113
11,0.8386909614427125,1.0,558954.0702677654,387437.4378686072,0.4243244187019961,0.2941192744660263,1.0,1.0,0.0,0.0,0.0,0.0,0.9998583064129842,1.0,9.118159604279574,6.320226621601973,0.0017275785532928332,0.0011974662034107567,0.8377076329287316,1.0,558944.9521081604,387431.117641985,0.4269056087541533,0.29590841907316845,0.8383586670712567,1.0,558954.0702677654,387437.4378686072,0.4251985210910969,0.2947251560725523
12,0.8536267533780284,1.0,519548.10194626456,360123.3020293243,0.3944097700916013,0.27338402012428964,1.0,1.0,0.0,0.0,0.0,0.0,0.9999280286542349,1.0,5.002758666170771,3.4676480644781025,0.0009478512061710442,0.0006570003911478027,0.8527342442226843,1.0,519543.0991875963,360119.83438125835,0.396811639851398,0.2750488693763649,0.8533252265300362,1.0,519548.10194626456,360123.3020293243,0.39522224872145806,0.27394718739584006
13,0.8665144193635729,1.0,483887.98143837124,335405.59004085016,0.36733874456332083,0.2546198151044958,1.0,1.0,0.0,0.0,0.0,0.0,0.9999634431259653,1.0,2.729667374843865,1.8920612447394922,0.0005171783582500691,0.00035848072086765674,0.8657003753830003,1.0,483885.25177101174,335403.69797961606,0.36957723152402117,0.2561714160300254,0.8662394409278035,1.0,483887.98143837124,335405.59004085016,0.3680954572578537,0.2551443283752051
14,0.8777174037628178,1.0,451635.0542927732,313049.56452507357,0.3428542559613546,0.23764846086259078,1.0,1.0,0.0,0.0,0.0,0.0,0.9999814314290857,1.0,1.4822811639962368,1.0274390096211055,0.0002808414482751491,0.0001946644580562913,0.8769716195396424,1.0,451633.5720115972,313048.5370860556,0.34494435322517114,0.23909720588810124,0.8774655033186927,1.0,451635.0542927732,313049.56452507357,0.3435605309505856,0.23813801338007623
