epoch,observed_count_all,total_count_all,realized_coverage_all,new_count_all,observed_count_rank0,total_count_rank0,realized_coverage_rank0,new_count_rank0,observed_count_rank1,total_count_rank1,realized_coverage_rank1,new_count_rank1,observed_count_rank2,total_count_rank2,realized_coverage_rank2,new_count_rank2,observed_count_rank1_2,total_count_rank1_2,realized_coverage_rank1_2,new_count_rank1_2
0,0,9616,0.0,0,0,2708,0.0,0,0,5278,0.0,0,0,1630,0.0,0,0,6908,0.0,0
1,8058,9616,0.8379783693843594,8058,2708,2708,1.0,2708,4068,5278,0.7707464948844259,4068,1282,1630,0.7865030674846626,1282,5350,6908,0.7744643891140707,5350
2,8158,9616,0.8483777038269551,100,2708,2708,1.0,0,4151,5278,0.786472148541114,83,1299,1630,0.7969325153374233,17,5450,6908,0.7889403590040532,100
3,8232,9616,0.8560732113144759,74,2708,2708,1.0,0,4215,5278,0.7985979537703676,64,1309,1630,0.8030674846625767,10,5524,6908,0.7996525767226405,74
4,8278,9616,0.8608569051580699,46,2708,2708,1.0,0,4251,5278,0.8054187192118226,36,1319,1630,0.80920245398773,10,5570,6908,0.8063115228720324,46
5,8313,9616,0.8644966722129783,35,2708,2708,1.0,0,4284,5278,0.8116710875331565,33,1321,1630,0.8104294478527607,2,5605,6908,0.8113781123335263,35
6,8372,9616,0.8706322795341098,59,2708,2708,1.0,0,4336,5278,0.821523304281925,52,1328,1630,0.8147239263803681,7,5664,6908,0.8199189345686161,59
7,8474,9616,0.8812396006655574,102,2708,2708,1.0,0,4402,5278,0.8340280409245926,66,1364,1630,0.8368098159509203,36,5766,6908,0.8346844238563984,102
8,8552,9616,0.889351081530782,78,2708,2708,1.0,0,4464,5278,0.845774914740432,62,1380,1630,0.8466257668711656,16,5844,6908,0.8459756803705848,78
9,8646,9616,0.8991264559068219,94,2708,2708,1.0,0,4532,5278,0.8586585827965139,68,1406,1630,0.8625766871165644,26,5938,6908,0.8595830920671685,94
10,8729,9616,0.9077579034941764,83,2708,2708,1.0,0,4591,5278,0.8698370594922319,59,1430,1630,0.8773006134969326,24,6021,6908,0.871598147075854,83
11,8791,9616,0.9142054908485857,62,2708,2708,1.0,0,4633,5278,0.8777946191739295,42,1450,1630,0.8895705521472392,20,6083,6908,0.8805732484076433,62
12,8831,9616,0.918365224625624,40,2708,2708,1.0,0,4668,5278,0.8844259189086775,35,1455,1630,0.8926380368098159,5,6123,6908,0.8863636363636364,40
13,8853,9616,0.920653078202995,22,2708,2708,1.0,0,4687,5278,0.8880257673361122,19,1458,1630,0.894478527607362,3,6145,6908,0.8895483497394325,22
14,8874,9616,0.9228369384359401,21,2708,2708,1.0,0,4705,5278,0.8914361500568397,18,1461,1630,0.896319018404908,3,6166,6908,0.8925883034163289,21
15,8928,9616,0.9284525790349417,54,2708,2708,1.0,0,4751,5278,0.9001515725653657,46,1469,1630,0.9012269938650307,8,6220,6908,0.9004053271569196,54
16,8958,9616,0.9315723793677204,30,2708,2708,1.0,0,4777,5278,0.9050776809397499,26,1473,1630,0.903680981595092,4,6250,6908,0.9047481181239143,30
17,9000,9616,0.9359400998336106,42,2708,2708,1.0,0,4812,5278,0.9117089806744979,35,1480,1630,0.9079754601226994,7,6292,6908,0.910828025477707,42
18,9037,9616,0.939787853577371,37,2708,2708,1.0,0,4839,5278,0.9168245547555892,27,1490,1630,0.9141104294478528,10,6329,6908,0.9161841343370006,37
19,9062,9616,0.94238768718802,25,2708,2708,1.0,0,4861,5278,0.9209928003031451,22,1493,1630,0.9159509202453988,3,6354,6908,0.9198031268094963,25
20,9066,9616,0.9428036605657238,4,2708,2708,1.0,0,4865,5278,0.9217506631299734,4,1493,1630,0.9159509202453988,0,6358,6908,0.9203821656050956,4
21,9076,9616,0.9438435940099834,10,2708,2708,1.0,0,4874,5278,0.9234558544903373,9,1494,1630,0.9165644171779141,1,6368,6908,0.9218297625940938,10
22,9110,9616,0.9473793677204659,34,2708,2708,1.0,0,4903,5278,0.9289503599848428,29,1499,1630,0.9196319018404908,5,6402,6908,0.9267515923566879,34
23,9143,9616,0.9508111480865225,33,2708,2708,1.0,0,4928,5278,0.9336870026525199,25,1507,1630,0.9245398773006135,8,6435,6908,0.9315286624203821,33
24,9156,9616,0.9521630615640599,13,2708,2708,1.0,0,4940,5278,0.9359605911330049,12,1508,1630,0.9251533742331288,1,6448,6908,0.9334105385060799,13
25,9164,9616,0.9529950083194676,8,2708,2708,1.0,0,4948,5278,0.9374763167866617,8,1508,1630,0.9251533742331288,0,6456,6908,0.9345686160972785,8
26,9179,9616,0.9545549084858569,15,2708,2708,1.0,0,4959,5278,0.9395604395604396,11,1512,1630,0.9276073619631902,4,6471,6908,0.9367400115807759,15
27,9191,9616,0.9558028286189684,12,2708,2708,1.0,0,4970,5278,0.9416445623342176,11,1513,1630,0.9282208588957055,1,6483,6908,0.9384771279675739,12
28,9207,9616,0.9574667221297837,16,2708,2708,1.0,0,4983,5278,0.9441076165214096,13,1516,1630,0.9300613496932515,3,6499,6908,0.940793283149971,16
29,9273,9616,0.9643302828618968,66,2708,2708,1.0,0,5022,5278,0.951496779082986,39,1543,1630,0.9466257668711656,27,6565,6908,0.9503474232773595,66
30,9320,9616,0.9692179700499168,47,2708,2708,1.0,0,5053,5278,0.9573702159909057,31,1559,1630,0.9564417177914111,16,6612,6908,0.9571511291256514,47
31,9343,9616,0.9716098169717138,23,2708,2708,1.0,0,5074,5278,0.9613489958317545,21,1561,1630,0.9576687116564417,2,6635,6908,0.9604806022003475,23
32,9350,9616,0.9723377703826955,7,2708,2708,1.0,0,5081,5278,0.962675255778704,7,1561,1630,0.9576687116564417,0,6642,6908,0.9614939200926462,7
33,9364,9616,0.9737936772046589,14,2708,2708,1.0,0,5094,5278,0.9651383099658962,13,1562,1630,0.9582822085889571,1,6656,6908,0.9635205558772437,14
34,9375,9616,0.9749376039933444,11,2708,2708,1.0,0,5105,5278,0.9672224327396741,11,1562,1630,0.9582822085889571,0,6667,6908,0.9651129125651419,11
35,9395,9616,0.9770174708818635,20,2708,2708,1.0,0,5122,5278,0.9704433497536946,17,1565,1630,0.9601226993865031,3,6687,6908,0.9680081065431384,20
36,9396,9616,0.9771214642262895,1,2708,2708,1.0,0,5123,5278,0.9706328154604017,1,1565,1630,0.9601226993865031,0,6688,6908,0.9681528662420382,1
37,9405,9616,0.9780574043261231,9,2708,2708,1.0,0,5132,5278,0.9723380068207654,9,1565,1630,0.9601226993865031,0,6697,6908,0.9694557035321366,9
38,9414,9616,0.9789933444259568,9,2708,2708,1.0,0,5139,5278,0.973664266767715,7,1567,1630,0.9613496932515337,2,6706,6908,0.9707585408222351,9
39,9414,9616,0.9789933444259568,0,2708,2708,1.0,0,5139,5278,0.973664266767715,0,1567,1630,0.9613496932515337,0,6706,6908,0.9707585408222351,0
40,9421,9616,0.9797212978369384,7,2708,2708,1.0,0,5146,5278,0.9749905267146647,7,1567,1630,0.9613496932515337,0,6713,6908,0.9717718587145339,7
41,9432,9616,0.980865224625624,11,2708,2708,1.0,0,5156,5278,0.9768851837817355,10,1568,1630,0.9619631901840491,1,6724,6908,0.973364215402432,11
42,9439,9616,0.9815931780366056,7,2708,2708,1.0,0,5161,5278,0.9778325123152709,5,1570,1630,0.9631901840490797,2,6731,6908,0.9743775332947308,7
43,9447,9616,0.9824251247920133,8,2708,2708,1.0,0,5168,5278,0.9791587722622206,7,1571,1630,0.9638036809815951,1,6739,6908,0.9755356108859293,8
44,9451,9616,0.9828410981697171,4,2708,2708,1.0,0,5172,5278,0.9799166350890489,4,1571,1630,0.9638036809815951,0,6743,6908,0.9761146496815286,4
45,9454,9616,0.983153078202995,3,2708,2708,1.0,0,5174,5278,0.9802955665024631,2,1572,1630,0.9644171779141104,1,6746,6908,0.9765489287782282,3
46,9457,9616,0.9834650582362728,3,2708,2708,1.0,0,5177,5278,0.9808639636225843,3,1572,1630,0.9644171779141104,0,6749,6908,0.9769832078749277,3
47,9457,9616,0.9834650582362728,0,2708,2708,1.0,0,5177,5278,0.9808639636225843,0,1572,1630,0.9644171779141104,0,6749,6908,0.9769832078749277,0
48,9468,9616,0.9846089850249584,11,2708,2708,1.0,0,5184,5278,0.9821902235695339,7,1576,1630,0.9668711656441717,4,6760,6908,0.9785755645628257,11
49,9472,9616,0.9850249584026622,4,2708,2708,1.0,0,5187,5278,0.9827586206896551,3,1577,1630,0.9674846625766871,1,6764,6908,0.979154603358425,4
50,9478,9616,0.985648918469218,6,2708,2708,1.0,0,5193,5278,0.9838954149298977,6,1577,1630,0.9674846625766871,0,6770,6908,0.980023161551824,6
51,9479,9616,0.9857529118136439,1,2708,2708,1.0,0,5194,5278,0.9840848806366048,1,1577,1630,0.9674846625766871,0,6771,6908,0.9801679212507238,1
52,9497,9616,0.9876247920133111,18,2708,2708,1.0,0,5209,5278,0.986926866237211,15,1580,1630,0.9693251533742331,3,6789,6908,0.9827735958309207,18
53,9497,9616,0.9876247920133111,0,2708,2708,1.0,0,5209,5278,0.986926866237211,0,1580,1630,0.9693251533742331,0,6789,6908,0.9827735958309207,0
54,9499,9616,0.987832778702163,2,2708,2708,1.0,0,5211,5278,0.9873057976506252,2,1580,1630,0.9693251533742331,0,6791,6908,0.9830631152287204,2
55,9501,9616,0.9880407653910149,2,2708,2708,1.0,0,5213,5278,0.9876847290640394,2,1580,1630,0.9693251533742331,0,6793,6908,0.98335263462652,2
56,9503,9616,0.9882487520798668,2,2708,2708,1.0,0,5215,5278,0.9880636604774535,2,1580,1630,0.9693251533742331,0,6795,6908,0.9836421540243196,2
57,9507,9616,0.9886647254575707,4,2708,2708,1.0,0,5219,5278,0.988821523304282,4,1580,1630,0.9693251533742331,0,6799,6908,0.9842211928199189,4
58,9507,9616,0.9886647254575707,0,2708,2708,1.0,0,5219,5278,0.988821523304282,0,1580,1630,0.9693251533742331,0,6799,6908,0.9842211928199189,0
59,9511,9616,0.9890806988352745,4,2708,2708,1.0,0,5222,5278,0.9893899204244032,3,1581,1630,0.9699386503067484,1,6803,6908,0.9848002316155182,4
60,9511,9616,0.9890806988352745,0,2708,2708,1.0,0,5222,5278,0.9893899204244032,0,1581,1630,0.9699386503067484,0,6803,6908,0.9848002316155182,0
61,9515,9616,0.9894966722129783,4,2708,2708,1.0,0,5226,5278,0.9901477832512315,4,1581,1630,0.9699386503067484,0,6807,6908,0.9853792704111175,4
62,9515,9616,0.9894966722129783,0,2708,2708,1.0,0,5226,5278,0.9901477832512315,0,1581,1630,0.9699386503067484,0,6807,6908,0.9853792704111175,0
63,9518,9616,0.9898086522462562,3,2708,2708,1.0,0,5227,5278,0.9903372489579386,1,1583,1630,0.9711656441717792,2,6810,6908,0.9858135495078171,3
64,9518,9616,0.9898086522462562,0,2708,2708,1.0,0,5227,5278,0.9903372489579386,0,1583,1630,0.9711656441717792,0,6810,6908,0.9858135495078171,0
65,9518,9616,0.9898086522462562,0,2708,2708,1.0,0,5227,5278,0.9903372489579386,0,1583,1630,0.9711656441717792,0,6810,6908,0.9858135495078171,0
66,9518,9616,0.9898086522462562,0,2708,2708,1.0,0,5227,5278,0.9903372489579386,0,1583,1630,0.9711656441717792,0,6810,6908,0.9858135495078171,0
67,9519,9616,0.9899126455906821,1,2708,2708,1.0,0,5228,5278,0.9905267146646457,1,1583,1630,0.9711656441717792,0,6811,6908,0.9859583092067169,1
68,9519,9616,0.9899126455906821,0,2708,2708,1.0,0,5228,5278,0.9905267146646457,0,1583,1630,0.9711656441717792,0,6811,6908,0.9859583092067169,0
69,9519,9616,0.9899126455906821,0,2708,2708,1.0,0,5228,5278,0.9905267146646457,0,1583,1630,0.9711656441717792,0,6811,6908,0.9859583092067169,0
70,9523,9616,0.990328618968386,4,2708,2708,1.0,0,5229,5278,0.9907161803713528,1,1586,1630,0.9730061349693252,3,6815,6908,0.9865373480023162,4
71,9524,9616,0.990432612312812,1,2708,2708,1.0,0,5230,5278,0.9909056460780599,1,1586,1630,0.9730061349693252,0,6816,6908,0.986682107701216,1
72,9527,9616,0.9907445923460898,3,2708,2708,1.0,0,5233,5278,0.9914740431981811,3,1586,1630,0.9730061349693252,0,6819,6908,0.9871163867979155,3
73,9527,9616,0.9907445923460898,0,2708,2708,1.0,0,5233,5278,0.9914740431981811,0,1586,1630,0.9730061349693252,0,6819,6908,0.9871163867979155,0
74,9528,9616,0.9908485856905158,1,2708,2708,1.0,0,5234,5278,0.9916635089048882,1,1586,1630,0.9730061349693252,0,6820,6908,0.9872611464968153,1
75,9532,9616,0.9912645590682196,4,2708,2708,1.0,0,5237,5278,0.9922319060250094,3,1587,1630,0.9736196319018405,1,6824,6908,0.9878401852924146,4
76,9532,9616,0.9912645590682196,0,2708,2708,1.0,0,5237,5278,0.9922319060250094,0,1587,1630,0.9736196319018405,0,6824,6908,0.9878401852924146,0
77,9532,9616,0.9912645590682196,0,2708,2708,1.0,0,5237,5278,0.9922319060250094,0,1587,1630,0.9736196319018405,0,6824,6908,0.9878401852924146,0
78,9537,9616,0.9917845257903494,5,2708,2708,1.0,0,5241,5278,0.9929897688518378,4,1588,1630,0.9742331288343559,1,6829,6908,0.9885639837869137,5
79,9537,9616,0.9917845257903494,0,2708,2708,1.0,0,5241,5278,0.9929897688518378,0,1588,1630,0.9742331288343559,0,6829,6908,0.9885639837869137,0
80,9538,9616,0.9918885191347754,1,2708,2708,1.0,0,5241,5278,0.9929897688518378,0,1589,1630,0.9748466257668712,1,6830,6908,0.9887087434858135,1
